Train No,암사,천호,강동구청,몽촌토성,잠실,석촌,송파,가락시장,문정,장지,복정,산성,남한산성입구,단대오거리,신흥,수진,모란,
8244,00:00:00,21:58:00,21:55:50,21:53:20,21:51:40,21:49:10,21:47:30,21:45:50,21:44:00,21:42:30,21:41:00,21:37:20,21:34:40,21:33:00,21:31:20,21:29:50,21:28:00,
8242,00:00:00,21:50:00,21:47:50,21:45:20,21:43:40,21:41:10,21:39:30,21:37:50,21:36:00,21:34:30,21:33:00,21:29:20,21:26:40,21:25:00,21:23:20,21:21:50,21:20:00,
8240,00:00:00,21:42:00,21:39:50,21:37:20,21:35:40,21:33:10,21:31:30,21:29:50,21:28:00,21:26:30,21:25:00,21:21:20,21:18:40,21:17:00,21:15:20,21:13:50,21:12:00,
8238,00:00:00,21:34:00,21:31:50,21:29:20,21:27:40,21:25:10,21:23:30,21:21:50,21:20:00,21:18:30,21:17:00,21:13:20,21:10:40,21:09:00,21:07:20,21:05:50,21:04:00,
8236,00:00:00,21:26:00,21:23:50,21:21:20,21:19:40,21:17:10,21:15:30,21:13:50,21:12:00,21:10:30,21:09:00,21:05:20,21:02:40,21:01:00,20:59:20,20:57:50,20:56:00,
8234,00:00:00,21:18:00,21:15:50,21:13:20,21:11:40,21:09:10,21:07:30,21:05:50,21:04:00,21:02:30,21:01:00,20:57:20,20:54:40,20:53:00,20:51:20,20:49:50,20:48:00,
8232,00:00:00,21:10:00,21:07:50,21:05:20,21:03:40,21:01:10,20:59:30,20:57:50,20:56:00,20:54:30,20:53:00,20:49:20,20:46:40,20:45:00,20:43:20,20:41:50,20:40:00,
8230,00:00:00,21:02:00,20:59:50,20:57:20,20:55:40,20:53:10,20:51:30,20:49:50,20:48:00,20:46:30,20:45:00,20:41:20,20:38:40,20:37:00,20:35:20,20:33:50,20:32:00,
8228,00:00:00,20:54:00,20:51:50,20:49:20,20:47:40,20:45:10,20:43:30,20:41:50,20:40:00,20:38:30,20:37:00,20:33:20,20:30:40,20:29:00,20:27:20,20:25:50,20:24:00,
8226,00:00:00,20:46:00,20:43:50,20:41:20,20:39:40,20:37:10,20:35:30,20:33:50,20:32:00,20:30:30,20:29:00,20:25:20,20:22:40,20:21:00,20:19:20,20:17:50,20:16:00,
8224,00:00:00,20:38:00,20:35:50,20:33:20,20:31:40,20:29:10,20:27:30,20:25:50,20:24:00,20:22:30,20:21:00,20:17:20,20:14:40,20:13:00,20:11:20,20:09:50,20:08:00,
8222,00:00:00,20:30:00,20:27:50,20:25:20,20:23:40,20:21:10,20:19:30,20:17:50,20:16:00,20:14:30,20:13:00,20:09:20,20:06:40,20:05:00,20:03:20,20:01:50,20:00:00,
8220,00:00:00,20:22:00,20:19:50,20:17:20,20:15:40,20:13:10,20:11:30,20:09:50,20:08:00,20:06:30,20:05:00,20:01:20,19:58:40,19:57:00,19:55:20,19:53:50,19:52:00,
8218,00:00:00,20:14:00,20:11:50,20:09:20,20:07:40,20:05:10,20:03:30,20:01:50,20:00:00,19:58:30,19:57:00,19:53:20,19:50:40,19:49:00,19:47:20,19:45:50,19:44:00,
8216,00:00:00,20:06:00,20:03:50,20:01:20,19:59:40,19:57:10,19:55:30,19:53:50,19:52:00,19:50:30,19:49:00,19:45:20,19:42:40,19:41:00,19:39:20,19:37:50,19:36:00,
8214,00:00:00,19:58:00,19:55:50,19:53:20,19:51:40,19:49:10,19:47:30,19:45:50,19:44:00,19:42:30,19:41:00,19:37:20,19:34:40,19:33:00,19:31:20,19:29:50,19:28:00,
8212,00:00:00,19:50:00,19:47:50,19:45:20,19:43:40,19:41:10,19:39:30,19:37:50,19:36:00,19:34:30,19:33:00,19:29:20,19:26:40,19:25:00,19:23:20,19:21:50,19:20:00,
8210,00:00:00,19:42:00,19:39:50,19:37:20,19:35:40,19:33:10,19:31:30,19:29:50,19:28:00,19:26:30,19:25:00,19:21:20,19:18:40,19:17:00,19:15:20,19:13:50,19:12:00,
8208,00:00:00,19:34:00,19:31:50,19:29:20,19:27:40,19:25:10,19:23:30,19:21:50,19:20:00,19:18:30,19:17:00,19:13:20,19:10:40,19:09:00,19:07:20,19:05:50,19:04:00,
8206,00:00:00,19:26:00,19:23:50,19:21:20,19:19:40,19:17:10,19:15:30,19:13:50,19:12:00,19:10:30,19:09:00,19:05:20,19:02:40,19:01:00,18:59:20,18:57:50,18:56:00,
8204,00:00:00,19:18:00,19:15:50,19:13:20,19:11:40,19:09:10,19:07:30,19:05:50,19:04:00,19:02:30,19:01:00,18:57:20,18:54:40,18:53:00,18:51:20,18:49:50,18:48:00,
8202,00:00:00,19:10:00,19:07:50,19:05:20,19:03:40,19:01:10,18:59:30,18:57:50,18:56:00,18:54:30,18:53:00,18:49:20,18:46:40,18:45:00,18:43:20,18:41:50,18:40:00,
8200,00:00:00,19:02:00,18:59:50,18:57:20,18:55:40,18:53:10,18:51:30,18:49:50,18:48:00,18:46:30,18:45:00,18:41:20,18:38:40,18:37:00,18:35:20,18:33:50,18:32:00,
8198,00:00:00,18:54:00,18:51:50,18:49:20,18:47:40,18:45:10,18:43:30,18:41:50,18:40:00,18:38:30,18:37:00,18:33:20,18:30:40,18:29:00,18:27:20,18:25:50,18:24:00,
8196,00:00:00,18:46:00,18:43:50,18:41:20,18:39:40,18:37:10,18:35:30,18:33:50,18:32:00,18:30:30,18:29:00,18:25:20,18:22:40,18:21:00,18:19:20,18:17:50,18:16:00,
8194,00:00:00,18:38:00,18:35:50,18:33:20,18:31:40,18:29:10,18:27:30,18:25:50,18:24:00,18:22:30,18:21:00,18:17:20,18:14:40,18:13:00,18:11:20,18:09:50,18:08:00,
8192,00:00:00,18:30:00,18:27:50,18:25:20,18:23:40,18:21:10,18:19:30,18:17:50,18:16:00,18:14:30,18:13:00,18:09:20,18:06:40,18:05:00,18:03:20,18:01:50,18:00:00,
8190,00:00:00,18:22:00,18:19:50,18:17:20,18:15:40,18:13:10,18:11:30,18:09:50,18:08:00,18:06:30,18:05:00,18:01:20,17:58:40,17:57:00,17:55:20,17:53:50,17:52:00,
8188,00:00:00,18:14:00,18:11:50,18:09:20,18:07:40,18:05:10,18:03:30,18:01:50,18:00:00,17:58:30,17:57:00,17:53:20,17:50:40,17:49:00,17:47:20,17:45:50,17:44:00,
8186,00:00:00,18:06:00,18:03:50,18:01:20,17:59:40,17:57:10,17:55:30,17:53:50,17:52:00,17:50:30,17:49:00,17:45:20,17:42:40,17:41:00,17:39:20,17:37:50,17:36:00,
8184,00:00:00,17:58:00,17:55:50,17:53:20,17:51:40,17:49:10,17:47:30,17:45:50,17:44:00,17:42:30,17:41:00,17:37:20,17:34:40,17:33:00,17:31:20,17:29:50,17:28:00,
8182,00:00:00,17:50:00,17:47:50,17:45:20,17:43:40,17:41:10,17:39:30,17:37:50,17:36:00,17:34:30,17:33:00,17:29:20,17:26:40,17:25:00,17:23:20,17:21:50,17:20:00,
8180,00:00:00,17:42:00,17:39:50,17:37:20,17:35:40,17:33:10,17:31:30,17:29:50,17:28:00,17:26:30,17:25:00,17:21:20,17:18:40,17:17:00,17:15:20,17:13:50,17:12:00,
8178,00:00:00,17:34:00,17:31:50,17:29:20,17:27:40,17:25:10,17:23:30,17:21:50,17:20:00,17:18:30,17:17:00,17:13:20,17:10:40,17:09:00,17:07:20,17:05:50,17:04:00,
8176,00:00:00,17:26:00,17:23:50,17:21:20,17:19:40,17:17:10,17:15:30,17:13:50,17:12:00,17:10:30,17:09:00,17:05:20,17:02:40,17:01:00,16:59:20,16:57:50,16:56:00,
8174,00:00:00,17:18:00,17:15:50,17:13:20,17:11:40,17:09:10,17:07:30,17:05:50,17:04:00,17:02:30,17:01:00,16:57:20,16:54:40,16:53:00,16:51:20,16:49:50,16:48:00,
8172,00:00:00,17:10:00,17:07:50,17:05:20,17:03:40,17:01:10,16:59:30,16:57:50,16:56:00,16:54:30,16:53:00,16:49:20,16:46:40,16:45:00,16:43:20,16:41:50,16:40:00,
8170,00:00:00,17:02:00,16:59:50,16:57:20,16:55:40,16:53:10,16:51:30,16:49:50,16:48:00,16:46:30,16:45:00,16:41:20,16:38:40,16:37:00,16:35:20,16:33:50,16:32:00,
8168,00:00:00,16:54:00,16:51:50,16:49:20,16:47:40,16:45:10,16:43:30,16:41:50,16:40:00,16:38:30,16:37:00,16:33:20,16:30:40,16:29:00,16:27:20,16:25:50,16:24:00,
8166,00:00:00,16:46:00,16:43:50,16:41:20,16:39:40,16:37:10,16:35:30,16:33:50,16:32:00,16:30:30,16:29:00,16:25:20,16:22:40,16:21:00,16:19:20,16:17:50,16:16:00,
8164,00:00:00,16:38:00,16:35:50,16:33:20,16:31:40,16:29:10,16:27:30,16:25:50,16:24:00,16:22:30,16:21:00,16:17:20,16:14:40,16:13:00,16:11:20,16:09:50,16:08:00,
8162,00:00:00,16:30:00,16:27:50,16:25:20,16:23:40,16:21:10,16:19:30,16:17:50,16:16:00,16:14:30,16:13:00,16:09:20,16:06:40,16:05:00,16:03:20,16:01:50,16:00:00,
8012,00:00:00,06:29:00,06:26:50,06:24:20,06:22:40,06:20:10,06:18:30,06:16:50,06:15:00,06:13:30,06:12:00,06:08:20,06:05:40,06:04:00,06:02:20,06:00:50,05:59:00,
8010,00:00:00,06:20:00,06:17:50,06:15:20,06:13:40,06:11:10,06:09:30,06:07:50,06:06:00,06:04:30,06:03:00,05:59:20,05:56:40,05:55:00,05:53:20,05:51:50,05:50:00,
8008,00:00:00,06:10:00,06:07:50,06:05:20,06:03:40,06:01:10,05:59:30,05:57:50,05:56:00,05:54:30,05:53:00,05:49:20,05:46:40,05:45:00,05:43:20,05:41:50,05:40:00,
8006,00:00:00,05:59:50,05:57:40,05:55:10,05:53:30,05:51:00,05:49:20,05:47:40,05:45:50,05:44:20,05:42:50,05:39:20,05:36:40,05:35:00,05:33:20,05:31:50,05:30:00,
8004,00:00:00,05:49:10,05:47:00,05:44:30,05:42:50,05:40:20,05:38:40,05:37:00,,,,,,,,,,
8002,00:00:00,05:36:20,05:34:10,05:31:40,05:30:00,,,,,,,,,,,,,
8138,00:00:00,14:54:00,14:51:50,14:49:20,14:47:40,14:45:10,14:43:30,14:41:50,14:40:00,14:38:30,14:37:00,14:33:20,14:30:40,14:29:00,14:27:20,14:25:50,14:24:00,
8136,00:00:00,14:46:00,14:43:50,14:41:20,14:39:40,14:37:10,14:35:30,14:33:50,14:32:00,14:30:30,14:29:00,14:25:20,14:22:40,14:21:00,14:19:20,14:17:50,14:16:00,
8134,00:00:00,14:38:00,14:35:50,14:33:20,14:31:40,14:29:10,14:27:30,14:25:50,14:24:00,14:22:30,14:21:00,14:17:20,14:14:40,14:13:00,14:11:20,14:09:50,14:08:00,
8132,00:00:00,14:30:00,14:27:50,14:25:20,14:23:40,14:21:10,14:19:30,14:17:50,14:16:00,14:14:30,14:13:00,14:09:20,14:06:40,14:05:00,14:03:20,14:01:50,14:00:00,
8130,00:00:00,14:22:00,14:19:50,14:17:20,14:15:40,14:13:10,14:11:30,14:09:50,14:08:00,14:06:30,14:05:00,14:01:20,13:58:40,13:57:00,13:55:20,13:53:50,13:52:00,
8128,00:00:00,14:14:00,14:11:50,14:09:20,14:07:40,14:05:10,14:03:30,14:01:50,14:00:00,13:58:30,13:57:00,13:53:20,13:50:40,13:49:00,13:47:20,13:45:50,13:44:00,
8126,00:00:00,14:06:00,14:03:50,14:01:20,13:59:40,13:57:10,13:55:30,13:53:50,13:52:00,13:50:30,13:49:00,13:45:20,13:42:40,13:41:00,13:39:20,13:37:50,13:36:00,
8124,00:00:00,13:58:00,13:55:50,13:53:20,13:51:40,13:49:10,13:47:30,13:45:50,13:44:00,13:42:30,13:41:00,13:37:20,13:34:40,13:33:00,13:31:20,13:29:50,13:28:00,
8122,00:00:00,13:50:00,13:47:50,13:45:20,13:43:40,13:41:10,13:39:30,13:37:50,13:36:00,13:34:30,13:33:00,13:29:20,13:26:40,13:25:00,13:23:20,13:21:50,13:20:00,
8120,00:00:00,13:42:00,13:39:50,13:37:20,13:35:40,13:33:10,13:31:30,13:29:50,13:28:00,13:26:30,13:25:00,13:21:20,13:18:40,13:17:00,13:15:20,13:13:50,13:12:00,
8118,00:00:00,13:34:00,13:31:50,13:29:20,13:27:40,13:25:10,13:23:30,13:21:50,13:20:00,13:18:30,13:17:00,13:13:20,13:10:40,13:09:00,13:07:20,13:05:50,13:04:00,
8116,00:00:00,13:26:00,13:23:50,13:21:20,13:19:40,13:17:10,13:15:30,13:13:50,13:12:00,13:10:30,13:09:00,13:05:20,13:02:40,13:01:00,12:59:20,12:57:50,12:56:00,
8114,00:00:00,13:18:00,13:15:50,13:13:20,13:11:40,13:09:10,13:07:30,13:05:50,13:04:00,13:02:30,13:01:00,12:57:20,12:54:40,12:53:00,12:51:20,12:49:50,12:48:00,
8112,00:00:00,13:10:00,13:07:50,13:05:20,13:03:40,13:01:10,12:59:30,12:57:50,12:56:00,12:54:30,12:53:00,12:49:20,12:46:40,12:45:00,12:43:20,12:41:50,12:40:00,
8110,00:00:00,13:02:00,12:59:50,12:57:20,12:55:40,12:53:10,12:51:30,12:49:50,12:48:00,12:46:30,12:45:00,12:41:20,12:38:40,12:37:00,12:35:20,12:33:50,12:32:00,
8108,00:00:00,12:54:00,12:51:50,12:49:20,12:47:40,12:45:10,12:43:30,12:41:50,12:40:00,12:38:30,12:37:00,12:33:20,12:30:40,12:29:00,12:27:20,12:25:50,12:24:00,
8106,00:00:00,12:46:00,12:43:50,12:41:20,12:39:40,12:37:10,12:35:30,12:33:50,12:32:00,12:30:30,12:29:00,12:25:20,12:22:40,12:21:00,12:19:20,12:17:50,12:16:00,
8104,00:00:00,12:38:00,12:35:50,12:33:20,12:31:40,12:29:10,12:27:30,12:25:50,12:24:00,12:22:30,12:21:00,12:17:20,12:14:40,12:13:00,12:11:20,12:09:50,12:08:00,
8102,00:00:00,12:30:00,12:27:50,12:25:20,12:23:40,12:21:10,12:19:30,12:17:50,12:16:00,12:14:30,12:13:00,12:09:20,12:06:40,12:05:00,12:03:20,12:01:50,12:00:00,
8100,00:00:00,12:22:00,12:19:50,12:17:20,12:15:40,12:13:10,12:11:30,12:09:50,12:08:00,12:06:30,12:05:00,12:01:20,11:58:40,11:57:00,11:55:20,11:53:50,11:52:00,
8098,00:00:00,12:14:00,12:11:50,12:09:20,12:07:40,12:05:10,12:03:30,12:01:50,12:00:00,11:58:30,11:57:00,11:53:20,11:50:40,11:49:00,11:47:20,11:45:50,11:44:00,
8096,00:00:00,12:06:00,12:03:50,12:01:20,11:59:40,11:57:10,11:55:30,11:53:50,11:52:00,11:50:30,11:49:00,11:45:20,11:42:40,11:41:00,11:39:20,11:37:50,11:36:00,
8094,00:00:00,11:58:00,11:55:50,11:53:20,11:51:40,11:49:10,11:47:30,11:45:50,11:44:00,11:42:30,11:41:00,11:37:20,11:34:40,11:33:00,11:31:20,11:29:50,11:28:00,
8092,00:00:00,11:50:00,11:47:50,11:45:20,11:43:40,11:41:10,11:39:30,11:37:50,11:36:00,11:34:30,11:33:00,11:29:20,11:26:40,11:25:00,11:23:20,11:21:50,11:20:00,
8090,00:00:00,11:42:00,11:39:50,11:37:20,11:35:40,11:33:10,11:31:30,11:29:50,11:28:00,11:26:30,11:25:00,11:21:20,11:18:40,11:17:00,11:15:20,11:13:50,11:12:00,
8088,00:00:00,11:34:00,11:31:50,11:29:20,11:27:40,11:25:10,11:23:30,11:21:50,11:20:00,11:18:30,11:17:00,11:13:20,11:10:40,11:09:00,11:07:20,11:05:50,11:04:00,
8086,00:00:00,11:26:00,11:23:50,11:21:20,11:19:40,11:17:10,11:15:30,11:13:50,11:12:00,11:10:30,11:09:00,11:05:20,11:02:40,11:01:00,10:59:20,10:57:50,10:56:00,
8084,00:00:00,11:18:00,11:15:50,11:13:20,11:11:40,11:09:10,11:07:30,11:05:50,11:04:00,11:02:30,11:01:00,10:57:20,10:54:40,10:53:00,10:51:20,10:49:50,10:48:00,
8082,00:00:00,11:10:00,11:07:50,11:05:20,11:03:40,11:01:10,10:59:30,10:57:50,10:56:00,10:54:30,10:53:00,10:49:20,10:46:40,10:45:00,10:43:20,10:41:50,10:40:00,
8080,00:00:00,11:02:00,10:59:50,10:57:20,10:55:40,10:53:10,10:51:30,10:49:50,10:48:00,10:46:30,10:45:00,10:41:20,10:38:40,10:37:00,10:35:20,10:33:50,10:32:00,
8078,00:00:00,10:54:00,10:51:50,10:49:20,10:47:40,10:45:10,10:43:30,10:41:50,10:40:00,10:38:30,10:37:00,10:33:20,10:30:40,10:29:00,10:27:20,10:25:50,10:24:00,
8076,00:00:00,10:46:00,10:43:50,10:41:20,10:39:40,10:37:10,10:35:30,10:33:50,10:32:00,10:30:30,10:29:00,10:25:20,10:22:40,10:21:00,10:19:20,10:17:50,10:16:00,
8074,00:00:00,10:38:00,10:35:50,10:33:20,10:31:40,10:29:10,10:27:30,10:25:50,10:24:00,10:22:30,10:21:00,10:17:20,10:14:40,10:13:00,10:11:20,10:09:50,10:08:00,
8072,00:00:00,10:30:00,10:27:50,10:25:20,10:23:40,10:21:10,10:19:30,10:17:50,10:16:00,10:14:30,10:13:00,10:09:20,10:06:40,10:05:00,10:03:20,10:01:50,10:00:00,
8070,00:00:00,10:22:00,10:19:50,10:17:20,10:15:40,10:13:10,10:11:30,10:09:50,10:08:00,10:06:30,10:05:00,10:01:20,09:58:40,09:57:00,09:55:20,09:53:50,09:52:00,
8068,00:00:00,10:14:00,10:11:50,10:09:20,10:07:40,10:05:10,10:03:30,10:01:50,10:00:00,09:58:30,09:57:00,09:53:20,09:50:40,09:49:00,09:47:20,09:45:50,09:44:00,
8066,00:00:00,10:06:00,10:03:50,10:01:20,09:59:40,09:57:10,09:55:30,09:53:50,09:52:00,09:50:30,09:49:00,09:45:20,09:42:40,09:41:00,09:39:20,09:37:50,09:36:00,
8064,00:00:00,09:58:00,09:55:50,09:53:20,09:51:40,09:49:10,09:47:30,09:45:50,09:44:00,09:42:30,09:41:00,09:37:20,09:34:40,09:33:00,09:31:20,09:29:50,09:28:00,
8062,00:00:00,09:50:00,09:47:50,09:45:20,09:43:40,09:41:10,09:39:30,09:37:50,09:36:00,09:34:30,09:33:00,09:29:20,09:26:40,09:25:00,09:23:20,09:21:50,09:20:00,
8060,00:00:00,09:42:00,09:39:50,09:37:20,09:35:40,09:33:10,09:31:30,09:29:50,09:28:00,09:26:30,09:25:00,09:21:20,09:18:40,09:17:00,09:15:20,09:13:50,09:12:00,
8058,00:00:00,09:34:00,09:31:50,09:29:20,09:27:40,09:25:10,09:23:30,09:21:50,09:20:00,09:18:30,09:17:00,09:13:20,09:10:40,09:09:00,09:07:20,09:05:50,09:04:00,
8056,00:00:00,09:26:00,09:23:50,09:21:20,09:19:40,09:17:10,09:15:30,09:13:50,09:12:00,09:10:30,09:09:00,09:05:20,09:02:40,09:01:00,08:59:20,08:57:50,08:56:00,
8054,00:00:00,09:18:00,09:15:50,09:13:20,09:11:40,09:09:10,09:07:30,09:05:50,09:04:00,09:02:30,09:01:00,08:57:20,08:54:40,08:53:00,08:51:20,08:49:50,08:48:00,
8052,00:00:00,09:10:00,09:07:50,09:05:20,09:03:40,09:01:10,08:59:30,08:57:50,08:56:00,08:54:30,08:53:00,08:49:20,08:46:40,08:45:00,08:43:20,08:41:50,08:40:00,
8050,00:00:00,09:02:00,08:59:50,08:57:20,08:55:40,08:53:10,08:51:30,08:49:50,08:48:00,08:46:30,08:45:00,08:41:20,08:38:40,08:37:00,08:35:20,08:33:50,08:32:00,
8048,00:00:00,08:54:00,08:51:50,08:49:20,08:47:40,08:45:10,08:43:30,08:41:50,08:40:00,08:38:30,08:37:00,08:33:20,08:30:40,08:29:00,08:27:20,08:25:50,08:24:00,
8046,00:00:00,08:46:00,08:43:50,08:41:20,08:39:40,08:37:10,08:35:30,08:33:50,08:32:00,08:30:30,08:29:00,08:25:20,08:22:40,08:21:00,08:19:20,08:17:50,08:16:00,
8044,00:00:00,08:38:00,08:35:50,08:33:20,08:31:40,08:29:10,08:27:30,08:25:50,08:24:00,08:22:30,08:21:00,08:17:20,08:14:40,08:13:00,08:11:20,08:09:50,08:08:00,
8042,00:00:00,08:30:00,08:27:50,08:25:20,08:23:40,08:21:10,08:19:30,08:17:50,08:16:00,08:14:30,08:13:00,08:09:20,08:06:40,08:05:00,08:03:20,08:01:50,08:00:00,
8040,00:00:00,08:22:00,08:19:50,08:17:20,08:15:40,08:13:10,08:11:30,08:09:50,08:08:00,08:06:30,08:05:00,08:01:20,07:58:40,07:57:00,07:55:20,07:53:50,07:52:00,
8038,00:00:00,08:14:00,08:11:50,08:09:20,08:07:40,08:05:10,08:03:30,08:01:50,08:00:00,07:58:30,07:57:00,07:53:20,07:50:40,07:49:00,07:47:20,07:45:50,07:44:00,
8036,00:00:00,08:06:00,08:03:50,08:01:20,07:59:40,07:57:10,07:55:30,07:53:50,07:52:00,07:50:30,07:49:00,07:45:20,07:42:40,07:41:00,07:39:20,07:37:50,07:36:00,
8034,00:00:00,07:58:00,07:55:50,07:53:20,07:51:40,07:49:10,07:47:30,07:45:50,07:44:00,07:42:30,07:41:00,07:37:20,07:34:40,07:33:00,07:31:20,07:29:50,07:28:00,
8032,00:00:00,07:50:00,07:47:50,07:45:20,07:43:40,07:41:10,07:39:30,07:37:50,07:36:00,07:34:30,07:33:00,07:29:20,07:26:40,07:25:00,07:23:20,07:21:50,07:20:00,
8030,00:00:00,07:42:00,07:39:50,07:37:20,07:35:40,07:33:10,07:31:30,07:29:50,07:28:00,07:26:30,07:25:00,07:21:20,07:18:40,07:17:00,07:15:20,07:13:50,07:12:00,
8028,00:00:00,07:34:00,07:31:50,07:29:20,07:27:40,07:25:10,07:23:30,07:21:50,07:20:00,07:18:30,07:17:00,07:13:20,07:10:40,07:09:00,07:07:20,07:05:50,07:04:00,
8026,00:00:00,07:26:00,07:23:50,07:21:20,07:19:40,07:17:10,07:15:30,07:13:50,07:12:00,07:10:30,07:09:00,07:05:20,07:02:40,07:01:00,06:59:20,06:57:50,06:56:00,
8024,00:00:00,07:18:00,07:15:50,07:13:20,07:11:40,07:09:10,07:07:30,07:05:50,07:04:00,07:02:30,07:01:00,06:57:20,06:54:40,06:53:00,06:51:20,06:49:50,06:48:00,
8022,00:00:00,07:10:00,07:07:50,07:05:20,07:03:40,07:01:10,06:59:30,06:57:50,06:56:00,06:54:30,06:53:00,06:49:20,06:46:40,06:45:00,06:43:20,06:41:50,06:40:00,
8020,00:00:00,07:02:00,06:59:50,06:57:20,06:55:40,06:53:10,06:51:30,06:49:50,06:48:00,06:46:30,06:45:00,06:41:20,06:38:40,06:37:00,06:35:20,06:33:50,06:32:00,
8018,00:00:00,06:54:00,06:51:50,06:49:20,06:47:40,06:45:10,06:43:30,06:41:50,06:40:00,06:38:30,06:37:00,06:33:20,06:30:40,06:29:00,06:27:20,06:25:50,06:24:00,
8016,00:00:00,06:46:00,06:43:50,06:41:20,06:39:40,06:37:10,06:35:30,06:33:50,06:32:00,06:30:30,06:29:00,06:25:20,06:22:40,06:21:00,06:19:20,06:17:50,06:16:00,
8014,00:00:00,06:38:00,06:35:50,06:33:20,06:31:40,06:29:10,06:27:30,06:25:50,06:24:00,06:22:30,06:21:00,06:17:20,06:14:40,06:13:00,06:11:20,06:09:50,06:08:00,
8160,00:00:00,16:22:00,16:19:50,16:17:20,16:15:40,16:13:10,16:11:30,16:09:50,16:08:00,16:06:30,16:05:00,16:01:20,15:58:40,15:57:00,15:55:20,15:53:50,15:52:00,
8158,00:00:00,16:14:00,16:11:50,16:09:20,16:07:40,16:05:10,16:03:30,16:01:50,16:00:00,15:58:30,15:57:00,15:53:20,15:50:40,15:49:00,15:47:20,15:45:50,15:44:00,
8156,00:00:00,16:06:00,16:03:50,16:01:20,15:59:40,15:57:10,15:55:30,15:53:50,15:52:00,15:50:30,15:49:00,15:45:20,15:42:40,15:41:00,15:39:20,15:37:50,15:36:00,
8154,00:00:00,15:58:00,15:55:50,15:53:20,15:51:40,15:49:10,15:47:30,15:45:50,15:44:00,15:42:30,15:41:00,15:37:20,15:34:40,15:33:00,15:31:20,15:29:50,15:28:00,
8152,00:00:00,15:50:00,15:47:50,15:45:20,15:43:40,15:41:10,15:39:30,15:37:50,15:36:00,15:34:30,15:33:00,15:29:20,15:26:40,15:25:00,15:23:20,15:21:50,15:20:00,
8150,00:00:00,15:42:00,15:39:50,15:37:20,15:35:40,15:33:10,15:31:30,15:29:50,15:28:00,15:26:30,15:25:00,15:21:20,15:18:40,15:17:00,15:15:20,15:13:50,15:12:00,
8148,00:00:00,15:34:00,15:31:50,15:29:20,15:27:40,15:25:10,15:23:30,15:21:50,15:20:00,15:18:30,15:17:00,15:13:20,15:10:40,15:09:00,15:07:20,15:05:50,15:04:00,
8146,00:00:00,15:26:00,15:23:50,15:21:20,15:19:40,15:17:10,15:15:30,15:13:50,15:12:00,15:10:30,15:09:00,15:05:20,15:02:40,15:01:00,14:59:20,14:57:50,14:56:00,
