Train No,응암,역촌,불광,독바위,연신내,구산,새절,증산,디지털미디어시티,월드컵경기장,마포구청,망원,합정,상수,광흥창,대흥,공덕,효창공원앞,삼각지,녹사평,이태원,한강진,버티고개,약수,청구,신당,동묘앞,창신,보문,안암,고려대,월곡,상월곡,돌곶이,석계,태릉입구,화랑대,봉화산,
6239,20:49:30,21:02:30,20:51:30,20:53:30,20:55:20,20:58:10,21:00:00,21:04:10,21:05:50,21:07:50,21:09:40,21:11:20,21:13:10,21:15:10,21:16:40,21:18:20,21:20:20,21:22:20,21:24:10,21:26:20,21:28:20,21:30:00,21:31:50,21:33:40,21:35:30,21:37:10,21:38:50,21:40:20,21:42:10,21:43:50,21:45:30,21:47:10,21:49:20,21:51:00,21:52:30,21:54:40,21:56:20,21:58:10,00:00:00,
6243,21:05:30,21:18:30,21:07:30,21:09:30,21:11:20,21:14:10,21:16:00,21:20:10,21:21:50,21:23:50,21:25:40,21:27:20,21:29:10,21:31:10,21:32:40,21:34:20,21:36:20,21:38:20,21:40:10,21:42:20,21:44:20,21:46:00,21:47:50,21:49:40,21:51:30,21:53:10,21:54:50,21:56:20,21:58:10,21:59:50,22:01:30,22:03:10,22:05:20,22:07:00,22:08:30,22:10:40,22:12:20,22:14:10,22:16:00,
6241,20:57:30,21:10:30,20:59:30,21:01:30,21:03:20,21:06:10,21:08:00,21:12:10,21:13:50,21:15:50,21:17:40,21:19:20,21:21:10,21:23:10,21:24:40,21:26:20,21:28:20,21:30:20,21:32:10,21:34:20,21:36:20,21:38:00,21:39:50,21:41:40,21:43:30,21:45:10,21:46:50,21:48:20,21:50:10,21:51:50,21:53:30,21:55:10,21:57:20,21:59:00,22:00:30,22:02:40,22:04:20,22:06:10,00:00:00,
6245,21:13:30,21:26:30,21:15:30,21:17:30,21:19:20,21:22:10,21:24:00,21:28:10,21:29:50,21:31:50,21:33:40,21:35:20,21:37:10,21:39:10,21:40:40,21:42:20,21:44:20,21:46:20,21:48:10,21:50:20,21:52:20,21:54:00,21:55:50,21:57:40,21:59:30,22:01:10,22:02:50,22:04:20,22:06:10,22:07:50,22:09:30,22:11:10,22:13:20,22:15:00,22:16:30,22:18:40,22:20:20,22:22:10,00:00:00,
6243,21:05:30,21:18:30,21:07:30,21:09:30,21:11:20,21:14:10,21:16:00,21:20:10,21:21:50,21:23:50,21:25:40,21:27:20,21:29:10,21:31:10,21:32:40,21:34:20,21:36:20,21:38:20,21:40:10,21:42:20,21:44:20,21:46:00,21:47:50,21:49:40,21:51:30,21:53:10,21:54:50,21:56:20,21:58:10,21:59:50,22:01:30,22:03:10,22:05:20,22:07:00,22:08:30,22:10:40,22:12:20,22:14:10,22:16:00,
6247,21:21:30,21:34:30,21:23:30,21:25:30,21:27:20,21:30:10,21:32:00,21:36:10,21:37:50,21:39:50,21:41:40,21:43:20,21:45:10,21:47:10,21:48:40,21:50:20,21:52:20,21:54:20,21:56:10,21:58:20,22:00:20,22:02:00,22:03:50,22:05:40,22:07:30,22:09:10,22:10:50,22:12:20,22:14:10,22:15:50,22:17:30,22:19:10,22:21:20,22:23:00,22:24:30,22:26:40,22:28:20,22:30:10,00:00:00,
6245,21:13:30,21:26:30,21:15:30,21:17:30,21:19:20,21:22:10,21:24:00,21:28:10,21:29:50,21:31:50,21:33:40,21:35:20,21:37:10,21:39:10,21:40:40,21:42:20,21:44:20,21:46:20,21:48:10,21:50:20,21:52:20,21:54:00,21:55:50,21:57:40,21:59:30,22:01:10,22:02:50,22:04:20,22:06:10,22:07:50,22:09:30,22:11:10,22:13:20,22:15:00,22:16:30,22:18:40,22:20:20,22:22:10,00:00:00,
6249,21:29:30,21:42:30,21:31:30,21:33:30,21:35:20,21:38:10,21:40:00,21:44:10,21:45:50,21:47:50,21:49:40,21:51:20,21:53:10,21:55:10,21:56:40,21:58:20,22:00:20,22:02:20,22:04:10,22:06:20,22:08:20,22:10:00,22:11:50,22:13:40,22:15:30,22:17:10,22:18:50,22:20:20,22:22:10,22:23:50,22:25:30,22:27:10,22:29:20,22:31:00,22:32:30,22:34:40,22:36:20,22:38:10,22:40:00,
6247,21:21:30,21:34:30,21:23:30,21:25:30,21:27:20,21:30:10,21:32:00,21:36:10,21:37:50,21:39:50,21:41:40,21:43:20,21:45:10,21:47:10,21:48:40,21:50:20,21:52:20,21:54:20,21:56:10,21:58:20,22:00:20,22:02:00,22:03:50,22:05:40,22:07:30,22:09:10,22:10:50,22:12:20,22:14:10,22:15:50,22:17:30,22:19:10,22:21:20,22:23:00,22:24:30,22:26:40,22:28:20,22:30:10,00:00:00,
6251,21:37:30,21:50:30,21:39:30,21:41:30,21:43:20,21:46:10,21:48:00,21:52:10,21:53:50,21:55:50,21:57:40,21:59:20,22:01:10,22:03:10,22:04:40,22:06:20,22:08:20,22:10:20,22:12:10,22:14:20,22:16:20,22:18:00,22:19:50,22:21:40,22:23:30,22:25:10,22:26:50,22:28:20,22:30:10,22:31:50,22:33:30,22:35:10,22:37:20,22:39:00,22:40:30,22:42:40,22:44:20,22:46:10,00:00:00,
6249,21:29:30,21:42:30,21:31:30,21:33:30,21:35:20,21:38:10,21:40:00,21:44:10,21:45:50,21:47:50,21:49:40,21:51:20,21:53:10,21:55:10,21:56:40,21:58:20,22:00:20,22:02:20,22:04:10,22:06:20,22:08:20,22:10:00,22:11:50,22:13:40,22:15:30,22:17:10,22:18:50,22:20:20,22:22:10,22:23:50,22:25:30,22:27:10,22:29:20,22:31:00,22:32:30,22:34:40,22:36:20,22:38:10,22:40:00,
6253,21:46:30,21:59:30,21:48:30,21:50:30,21:52:20,21:55:10,21:57:00,22:01:10,22:02:50,22:04:50,22:06:40,22:08:20,22:10:10,22:12:10,22:13:40,22:15:20,22:17:20,22:19:20,22:21:10,22:23:20,22:25:20,22:27:00,22:28:50,22:30:40,22:32:30,22:34:10,22:35:50,22:37:20,22:39:10,22:40:50,22:42:30,22:44:10,22:46:20,22:48:00,22:49:30,22:51:40,22:53:20,22:55:10,00:00:00,
6251,21:37:30,21:50:30,21:39:30,21:41:30,21:43:20,21:46:10,21:48:00,21:52:10,21:53:50,21:55:50,21:57:40,21:59:20,22:01:10,22:03:10,22:04:40,22:06:20,22:08:20,22:10:20,22:12:10,22:14:20,22:16:20,22:18:00,22:19:50,22:21:40,22:23:30,22:25:10,22:26:50,22:28:20,22:30:10,22:31:50,22:33:30,22:35:10,22:37:20,22:39:00,22:40:30,22:42:40,22:44:20,22:46:10,00:00:00,
6255,21:55:30,22:08:30,21:57:30,21:59:30,22:01:20,22:04:10,22:06:00,22:10:10,22:11:50,22:13:50,22:15:40,22:17:20,22:19:10,22:21:10,22:22:40,22:24:20,22:26:20,22:28:20,22:30:10,22:32:20,22:34:20,22:36:00,22:37:50,22:39:40,22:41:30,22:43:10,22:44:50,22:46:20,22:48:10,22:49:50,22:51:30,22:53:10,22:55:20,22:57:00,22:58:30,23:00:40,23:02:20,23:04:10,00:00:00,
6253,21:46:30,21:59:30,21:48:30,21:50:30,21:52:20,21:55:10,21:57:00,22:01:10,22:02:50,22:04:50,22:06:40,22:08:20,22:10:10,22:12:10,22:13:40,22:15:20,22:17:20,22:19:20,22:21:10,22:23:20,22:25:20,22:27:00,22:28:50,22:30:40,22:32:30,22:34:10,22:35:50,22:37:20,22:39:10,22:40:50,22:42:30,22:44:10,22:46:20,22:48:00,22:49:30,22:51:40,22:53:20,22:55:10,00:00:00,
6257,22:04:30,22:17:30,22:06:30,22:08:30,22:10:20,22:13:10,22:15:00,22:19:10,22:20:50,22:22:50,22:24:40,22:26:20,22:28:10,22:30:10,22:31:40,22:33:20,22:35:20,22:37:20,22:39:10,22:41:20,22:43:20,22:45:00,22:46:50,22:48:40,22:50:30,22:52:10,22:53:50,22:55:20,22:57:10,22:58:50,23:00:30,23:02:10,23:04:20,23:06:00,23:07:30,23:09:40,23:11:20,23:13:10,23:15:00,
6255,21:55:30,22:08:30,21:57:30,21:59:30,22:01:20,22:04:10,22:06:00,22:10:10,22:11:50,22:13:50,22:15:40,22:17:20,22:19:10,22:21:10,22:22:40,22:24:20,22:26:20,22:28:20,22:30:10,22:32:20,22:34:20,22:36:00,22:37:50,22:39:40,22:41:30,22:43:10,22:44:50,22:46:20,22:48:10,22:49:50,22:51:30,22:53:10,22:55:20,22:57:00,22:58:30,23:00:40,23:02:20,23:04:10,00:00:00,
6259,22:14:00,22:27:00,22:16:00,22:18:00,22:19:50,22:22:40,22:24:30,22:28:40,22:30:20,22:32:20,22:34:10,22:35:50,22:37:40,22:39:40,22:41:10,22:42:50,22:44:50,22:46:50,22:48:40,22:50:50,22:52:50,22:54:30,22:56:20,22:58:10,23:00:00,23:01:40,23:03:20,23:04:50,23:06:40,23:08:20,23:10:00,23:11:40,23:13:50,23:15:30,23:17:00,23:19:10,23:20:50,23:22:40,00:00:00,
6257,22:04:30,22:17:30,22:06:30,22:08:30,22:10:20,22:13:10,22:15:00,22:19:10,22:20:50,22:22:50,22:24:40,22:26:20,22:28:10,22:30:10,22:31:40,22:33:20,22:35:20,22:37:20,22:39:10,22:41:20,22:43:20,22:45:00,22:46:50,22:48:40,22:50:30,22:52:10,22:53:50,22:55:20,22:57:10,22:58:50,23:00:30,23:02:10,23:04:20,23:06:00,23:07:30,23:09:40,23:11:20,23:13:10,23:15:00,
6261,22:24:00,22:37:00,22:26:00,22:28:00,22:29:50,22:32:40,22:34:30,22:38:40,22:40:20,22:42:20,22:44:10,22:45:50,22:47:40,22:49:40,22:51:10,22:52:50,22:54:50,22:56:50,22:58:40,23:00:50,23:02:50,23:04:30,23:06:20,23:08:10,23:10:00,23:11:40,23:13:20,23:14:50,23:16:40,23:18:20,23:20:00,23:21:40,23:23:50,23:25:30,23:27:00,23:29:10,23:30:50,23:32:40,23:34:30,
6259,22:14:00,22:27:00,22:16:00,22:18:00,22:19:50,22:22:40,22:24:30,22:28:40,22:30:20,22:32:20,22:34:10,22:35:50,22:37:40,22:39:40,22:41:10,22:42:50,22:44:50,22:46:50,22:48:40,22:50:50,22:52:50,22:54:30,22:56:20,22:58:10,23:00:00,23:01:40,23:03:20,23:04:50,23:06:40,23:08:20,23:10:00,23:11:40,23:13:50,23:15:30,23:17:00,23:19:10,23:20:50,23:22:40,00:00:00,
6263,22:36:00,22:49:00,22:38:00,22:40:00,22:41:50,22:44:40,22:46:30,22:50:40,22:52:20,22:54:20,22:56:10,22:57:50,22:59:40,23:01:40,23:03:10,23:04:50,23:06:50,23:08:50,23:10:40,23:12:50,23:14:50,23:16:30,23:18:20,23:20:10,23:22:00,23:23:40,23:25:20,23:26:50,23:28:40,23:30:20,23:32:00,23:33:40,23:35:50,23:37:30,23:39:00,23:41:10,23:42:50,23:44:40,23:46:30,
6261,22:24:00,22:37:00,22:26:00,22:28:00,22:29:50,22:32:40,22:34:30,22:38:40,22:40:20,22:42:20,22:44:10,22:45:50,22:47:40,22:49:40,22:51:10,22:52:50,22:54:50,22:56:50,22:58:40,23:00:50,23:02:50,23:04:30,23:06:20,23:08:10,23:10:00,23:11:40,23:13:20,23:14:50,23:16:40,23:18:20,23:20:00,23:21:40,23:23:50,23:25:30,23:27:00,23:29:10,23:30:50,23:32:40,23:34:30,
6265,22:46:30,22:59:30,22:48:30,22:50:30,22:52:20,22:55:10,22:57:00,23:01:10,23:02:50,23:04:50,23:06:40,23:08:20,23:10:10,23:12:10,23:13:40,23:15:20,23:17:20,23:19:20,23:21:10,23:23:20,23:25:20,23:27:00,23:28:50,23:30:40,23:32:30,23:34:10,23:35:50,23:37:20,23:39:10,23:40:50,23:42:30,23:44:10,23:46:20,23:48:00,23:49:30,23:51:40,23:53:20,23:55:10,00:00:00,
6263,22:36:00,22:49:00,22:38:00,22:40:00,22:41:50,22:44:40,22:46:30,22:50:40,22:52:20,22:54:20,22:56:10,22:57:50,22:59:40,23:01:40,23:03:10,23:04:50,23:06:50,23:08:50,23:10:40,23:12:50,23:14:50,23:16:30,23:18:20,23:20:10,23:22:00,23:23:40,23:25:20,23:26:50,23:28:40,23:30:20,23:32:00,23:33:40,23:35:50,23:37:30,23:39:00,23:41:10,23:42:50,23:44:40,23:46:30,
6267,22:56:30,23:09:30,22:58:30,23:00:30,23:02:20,23:05:10,23:07:00,23:11:10,23:13:00,23:15:00,23:16:50,23:18:30,23:20:20,23:22:20,23:23:50,23:25:30,23:27:30,23:29:30,23:31:20,23:33:20,23:35:20,23:37:00,23:38:50,23:40:40,23:42:30,23:44:20,23:46:00,23:47:30,23:49:10,23:50:50,23:52:30,23:54:10,23:56:20,23:57:50,23:59:30,24:01:40,24:03:20,24:05:10,00:00:00,
6265,22:46:30,22:59:30,22:48:30,22:50:30,22:52:20,22:55:10,22:57:00,23:01:10,23:02:50,23:04:50,23:06:40,23:08:20,23:10:10,23:12:10,23:13:40,23:15:20,23:17:20,23:19:20,23:21:10,23:23:20,23:25:20,23:27:00,23:28:50,23:30:40,23:32:30,23:34:10,23:35:50,23:37:20,23:39:10,23:40:50,23:42:30,23:44:10,23:46:20,23:48:00,23:49:30,23:51:40,23:53:20,23:55:10,00:00:00,
6269,23:07:30,23:20:30,23:09:30,23:11:30,23:13:20,23:16:10,23:18:00,23:22:10,23:24:00,23:26:00,23:27:50,23:29:30,23:31:20,23:33:20,23:34:50,23:36:30,23:38:30,23:40:30,23:42:20,23:44:20,23:46:20,23:48:00,23:49:50,23:51:40,23:53:30,23:55:20,23:57:00,23:58:30,24:00:10,24:01:50,00:00:00,
6267,22:56:30,23:09:30,22:58:30,23:00:30,23:02:20,23:05:10,23:07:00,23:11:10,23:13:00,23:15:00,23:16:50,23:18:30,23:20:20,23:22:20,23:23:50,23:25:30,23:27:30,23:29:30,23:31:20,23:33:20,23:35:20,23:37:00,23:38:50,23:40:40,23:42:30,23:44:20,23:46:00,23:47:30,23:49:10,23:50:50,23:52:30,23:54:10,23:56:20,23:57:50,23:59:30,24:01:40,24:03:20,24:05:10,00:00:00,
6271,23:18:30,23:31:30,23:20:30,23:22:30,23:24:20,23:27:10,23:29:00,23:33:10,23:35:00,23:37:00,23:38:50,23:40:30,23:42:20,23:44:20,23:45:50,23:47:30,23:49:30,23:51:30,23:53:20,23:55:20,23:57:20,23:59:00,00:00:00,
6269,23:07:30,23:20:30,23:09:30,23:11:30,23:13:20,23:16:10,23:18:00,23:22:10,23:24:00,23:26:00,23:27:50,23:29:30,23:31:20,23:33:20,23:34:50,23:36:30,23:38:30,23:40:30,23:42:20,23:44:20,23:46:20,23:48:00,23:49:50,23:51:40,23:53:30,23:55:20,23:57:00,23:58:30,24:00:10,24:01:50,00:00:00,
6273,23:29:30,23:42:30,23:31:30,23:33:30,23:35:20,23:38:10,23:40:00,23:44:10,23:46:00,23:48:00,23:49:50,23:51:30,23:53:20,23:55:20,23:56:50,23:58:30,24:00:30,00:00:00,
6271,23:18:30,23:31:30,23:20:30,23:22:30,23:24:20,23:27:10,23:29:00,23:33:10,23:35:00,23:37:00,23:38:50,23:40:30,23:42:20,23:44:20,23:45:50,23:47:30,23:49:30,23:51:30,23:53:20,23:55:20,23:57:20,23:59:00,00:00:00,
6275,23:41:30,23:54:30,23:43:30,23:45:30,23:47:20,23:50:10,23:52:00,00:00:00,
6273,23:29:30,23:42:30,23:31:30,23:33:30,23:35:20,23:38:10,23:40:00,23:44:10,23:46:00,23:48:00,23:49:50,23:51:30,23:53:20,23:55:20,23:56:50,23:58:30,24:00:30,00:00:00,
6277,23:53:30,23:55:30,23:57:30,00:00:00,
6275,23:41:30,23:54:30,23:43:30,23:45:30,23:47:20,23:50:10,23:52:00,00:00:00,
6007,05:30:00,05:31:50,05:34:00,05:35:40,05:37:20,05:39:10,05:41:10,05:42:40,05:44:20,05:46:20,05:48:20,05:50:10,05:52:10,05:54:10,05:55:50,05:57:40,05:59:30,06:01:20,06:03:10,06:04:50,06:06:20,06:08:00,06:09:40,06:11:20,06:13:00,06:15:10,06:16:40,06:18:20,06:20:30,06:22:10,06:24:00,06:25:50,
6005,05:34:00,05:35:50,05:37:50,05:39:50,05:41:30,05:43:20,05:45:10,05:47:00,05:48:50,05:50:30,05:52:00,05:53:40,05:55:20,05:57:00,05:58:40,06:00:50,06:02:20,06:04:00,06:06:10,06:07:50,06:09:40,06:11:30,
6003,05:30:00,05:31:50,05:33:40,05:35:30,05:37:10,05:38:40,05:40:20,05:42:00,05:43:40,05:45:20,05:47:30,05:49:00,05:50:40,05:52:50,05:54:30,05:56:20,05:58:10,
6001,05:30:00,05:31:40,05:33:50,05:35:20,05:37:00,05:39:10,05:40:50,05:42:40,05:44:30,
