Train No,암사,천호,강동구청,몽촌토성,잠실,석촌,송파,가락시장,문정,장지,복정,산성,남한산성입구,단대오거리,신흥,수진,모란,
8263,21:06:00,21:08:10,21:10:00,21:12:30,21:14:30,21:16:50,21:18:30,21:20:20,21:21:50,21:23:20,21:25:10,21:28:40,21:31:20,21:33:00,21:34:30,21:36:00,00:00:00,
8265,21:14:00,21:16:10,21:18:00,21:20:30,21:22:30,21:24:50,21:26:30,21:28:20,21:29:50,21:31:20,21:33:10,21:36:40,21:39:20,21:41:00,21:42:30,21:44:00,00:00:00,
8267,21:22:00,21:24:10,21:26:00,21:28:30,21:30:30,21:32:50,21:34:30,21:36:20,21:37:50,21:39:20,21:41:10,21:44:40,21:47:20,21:49:00,21:50:30,21:52:00,00:00:00,
8269,21:30:00,21:32:10,21:34:00,21:36:30,21:38:30,21:40:50,21:42:30,21:44:20,21:45:50,21:47:20,21:49:10,21:52:40,21:55:20,21:57:00,21:58:30,22:00:00,00:00:00,
8271,21:38:00,21:40:10,21:42:00,21:44:30,21:46:30,21:48:50,21:50:30,21:52:20,21:53:50,21:55:20,21:57:10,22:00:40,22:03:20,22:05:00,22:06:30,22:08:00,00:00:00,
8273,21:46:00,21:48:10,21:50:00,21:52:30,21:54:30,21:56:50,21:58:30,22:00:20,22:01:50,22:03:20,22:05:10,22:08:40,22:11:20,22:13:00,22:14:30,22:16:00,00:00:00,
8275,21:55:00,21:57:10,21:59:00,22:01:30,22:03:30,22:05:50,22:07:30,22:09:20,22:10:50,22:12:20,22:14:10,22:17:40,22:20:20,22:22:00,22:23:30,22:25:00,00:00:00,
8277,22:04:00,22:06:10,22:08:00,22:10:30,22:12:30,22:14:50,22:16:30,22:18:20,22:19:50,22:21:20,22:23:10,22:26:40,22:29:20,22:31:00,22:32:30,22:34:00,00:00:00,
8279,22:13:00,22:15:10,22:17:00,22:19:30,22:21:30,22:23:50,22:25:30,22:27:20,22:28:50,22:30:20,22:32:10,22:35:40,22:38:20,22:40:00,22:41:30,22:43:00,00:00:00,
8281,22:22:00,22:24:10,22:26:00,22:28:30,22:30:30,22:32:50,22:34:30,22:36:20,22:37:50,22:39:20,22:41:10,22:44:40,22:47:20,22:49:00,22:50:30,22:52:00,00:00:00,
8283,22:31:00,22:33:10,22:35:00,22:37:30,22:39:30,22:41:50,22:43:30,22:45:20,22:46:50,22:48:20,22:50:10,22:53:40,22:56:20,22:58:00,22:59:30,23:01:00,00:00:00,
8285,22:40:00,22:42:10,22:44:00,22:46:30,22:48:30,22:50:50,22:52:30,22:54:20,22:55:50,22:57:20,22:59:10,23:02:40,23:05:20,23:07:00,23:08:30,23:10:00,00:00:00,
8287,22:50:00,22:52:10,22:54:00,22:56:30,22:58:30,23:00:50,23:02:30,23:04:20,23:05:50,23:07:20,23:09:10,23:12:40,23:15:20,23:17:00,23:18:30,23:20:00,00:00:00,
8289,23:00:00,23:02:10,23:04:00,23:06:30,23:08:30,23:10:50,23:12:30,23:14:20,23:15:50,23:17:20,23:19:10,23:22:40,23:25:20,23:27:00,23:28:30,23:30:00,00:00:00,
8291,23:10:00,23:12:10,23:14:00,23:16:30,23:18:30,23:20:50,23:22:30,23:24:20,23:25:50,23:27:20,23:29:10,23:32:40,23:35:20,23:37:00,23:38:30,23:40:00,00:00:00,
8293,23:22:00,23:24:20,23:26:10,23:28:40,23:30:30,23:32:50,23:34:30,23:36:20,23:37:50,23:39:20,23:41:10,23:44:40,23:47:20,23:49:00,23:50:30,23:52:00,00:00:00,
8295,23:35:00,23:37:20,23:39:10,23:41:40,23:43:30,23:45:50,23:47:30,23:49:20,23:50:50,23:52:20,23:54:00,23:57:20,23:59:50,24:01:30,24:03:00,24:04:30,00:00:00,
8297,23:50:00,23:52:20,23:54:10,23:56:40,23:58:30,24:01:00,24:02:40,00:00:00,,,,,,,,,,
8001,,,,,,,,05:28:00,05:29:30,05:31:00,05:32:50,05:36:20,05:38:50,05:40:30,05:42:00,05:43:30,00:00:00,
