Train No,암사,천호,강동구청,몽촌토성,잠실,석촌,송파,가락시장,문정,장지,복정,산성,남한산성입구,단대오거리,신흥,수진,모란,
8260,00:00:00,21:06:00,21:04:00,21:01:30,20:59:50,20:57:10,20:55:30,20:53:50,20:52:00,20:50:30,20:49:00,20:45:20,20:42:40,20:41:00,20:39:20,20:37:50,20:36:00,
8258,00:00:00,20:58:00,20:56:00,20:53:30,20:51:50,20:49:10,20:47:30,20:45:50,20:44:00,20:42:30,20:41:00,20:37:20,20:34:40,20:33:00,20:31:20,20:29:50,20:28:00,
8256,00:00:00,20:50:00,20:48:00,20:45:30,20:43:50,20:41:10,20:39:30,20:37:50,20:36:00,20:34:30,20:33:00,20:29:20,20:26:40,20:25:00,20:23:20,20:21:50,20:20:00,
8254,00:00:00,20:42:00,20:40:00,20:37:30,20:35:50,20:33:10,20:31:30,20:29:50,20:28:00,20:26:30,20:25:00,20:21:20,20:18:40,20:17:00,20:15:20,20:13:50,20:12:00,
8252,00:00:00,20:34:00,20:32:00,20:29:30,20:27:50,20:25:10,20:23:30,20:21:50,20:20:00,20:18:30,20:17:00,20:13:20,20:10:40,20:09:00,20:07:20,20:05:50,20:04:00,
8250,00:00:00,20:26:00,20:24:00,20:21:30,20:19:50,20:17:10,20:15:30,20:13:50,20:12:00,20:10:30,20:09:00,20:05:20,20:02:40,20:01:00,19:59:20,19:57:50,19:56:00,
8248,00:00:00,20:18:00,20:16:00,20:13:30,20:11:50,20:09:10,20:07:30,20:05:50,20:04:00,20:02:30,20:01:00,19:57:20,19:54:40,19:53:00,19:51:20,19:49:50,19:48:00,
8246,00:00:00,20:10:00,20:08:00,20:05:30,20:03:50,20:01:10,19:59:30,19:57:50,19:56:00,19:54:30,19:53:00,19:49:20,19:46:40,19:45:00,19:43:20,19:41:50,19:40:00,
8244,00:00:00,20:03:00,20:01:00,19:58:30,19:56:50,19:54:10,19:52:30,19:50:50,19:49:00,19:47:30,19:46:00,19:42:20,19:39:40,19:38:00,19:36:20,19:34:50,19:33:00,
8242,00:00:00,19:56:00,19:54:00,19:51:30,19:49:50,19:47:10,19:45:30,19:43:50,19:42:00,19:40:30,19:39:00,19:35:20,19:32:40,19:31:00,19:29:20,19:27:50,19:26:00,
8240,00:00:00,19:49:00,19:47:00,19:44:30,19:42:50,19:40:10,19:38:30,19:36:50,19:35:00,19:33:30,19:32:00,19:28:20,19:25:40,19:24:00,19:22:20,19:20:50,19:19:00,
8238,00:00:00,19:43:00,19:41:00,19:38:30,19:36:50,19:34:10,19:32:30,19:30:50,19:29:00,19:27:30,19:26:00,19:22:20,19:19:40,19:18:00,19:16:20,19:14:50,19:13:00,
8236,00:00:00,19:36:00,19:34:00,19:31:30,19:29:50,19:27:10,19:25:30,19:23:50,19:22:00,19:20:30,19:19:00,19:15:20,19:12:40,19:11:00,19:09:20,19:07:50,19:06:00,
8234,00:00:00,19:30:00,19:28:00,19:25:30,19:23:50,19:21:10,19:19:30,19:17:50,19:16:00,19:14:30,19:13:00,19:09:20,19:06:40,19:05:00,19:03:20,19:01:50,19:00:00,
8232,00:00:00,19:24:00,19:22:00,19:19:30,19:17:50,19:15:10,19:13:30,19:11:50,19:10:00,19:08:30,19:07:00,19:03:20,19:00:40,18:59:00,18:57:20,18:55:50,18:54:00,
8230,00:00:00,19:18:00,19:16:00,19:13:30,19:11:50,19:09:10,19:07:30,19:05:50,19:04:00,19:02:30,19:01:00,18:57:20,18:54:40,18:53:00,18:51:20,18:49:50,18:48:00,
8228,00:00:00,19:12:00,19:10:00,19:07:30,19:05:50,19:03:10,19:01:30,18:59:50,18:58:00,18:56:30,18:55:00,18:51:20,18:48:40,18:47:00,18:45:20,18:43:50,18:42:00,
8226,00:00:00,19:06:00,19:04:00,19:01:30,18:59:50,18:57:10,18:55:30,18:53:50,18:52:00,18:50:30,18:49:00,18:45:20,18:42:40,18:41:00,18:39:20,18:37:50,18:36:00,
8224,00:00:00,19:00:00,18:58:00,18:55:30,18:53:50,18:51:10,18:49:30,18:47:50,18:46:00,18:44:30,18:43:00,18:39:20,18:36:40,18:35:00,18:33:20,18:31:50,18:30:00,
8222,00:00:00,18:54:00,18:52:00,18:49:30,18:47:50,18:45:10,18:43:30,18:41:50,18:40:00,18:38:30,18:37:00,18:33:20,18:30:40,18:29:00,18:27:20,18:25:50,18:24:00,
8220,00:00:00,18:48:00,18:46:00,18:43:30,18:41:50,18:39:10,18:37:30,18:35:50,18:34:00,18:32:30,18:31:00,18:27:20,18:24:40,18:23:00,18:21:20,18:19:50,18:18:00,
8218,00:00:00,18:42:00,18:40:00,18:37:30,18:35:50,18:33:10,18:31:30,18:29:50,18:28:00,18:26:30,18:25:00,18:21:20,18:18:40,18:17:00,18:15:20,18:13:50,18:12:00,
8216,00:00:00,18:36:00,18:34:00,18:31:30,18:29:50,18:27:10,18:25:30,18:23:50,18:22:00,18:20:30,18:19:00,18:15:20,18:12:40,18:11:00,18:09:20,18:07:50,18:06:00,
8214,00:00:00,18:30:00,18:28:00,18:25:30,18:23:50,18:21:10,18:19:30,18:17:50,18:16:00,18:14:30,18:13:00,18:09:20,18:06:40,18:05:00,18:03:20,18:01:50,18:00:00,
8212,00:00:00,18:24:00,18:22:00,18:19:30,18:17:50,18:15:10,18:13:30,18:11:50,18:10:00,18:08:30,18:07:00,18:03:20,18:00:40,17:59:00,17:57:20,17:55:50,17:54:00,
8210,00:00:00,18:18:00,18:16:00,18:13:30,18:11:50,18:09:10,18:07:30,18:05:50,18:04:00,18:02:30,18:01:00,17:57:20,17:54:40,17:53:00,17:51:20,17:49:50,17:48:00,
8208,00:00:00,18:12:00,18:10:00,18:07:30,18:05:50,18:03:10,18:01:30,17:59:50,17:58:00,17:56:30,17:55:00,17:51:20,17:48:40,17:47:00,17:45:20,17:43:50,17:42:00,
8206,00:00:00,18:06:00,18:04:00,18:01:30,17:59:50,17:57:10,17:55:30,17:53:50,17:52:00,17:50:30,17:49:00,17:45:20,17:42:40,17:41:00,17:39:20,17:37:50,17:36:00,
8204,00:00:00,18:00:00,17:58:00,17:55:30,17:53:50,17:51:10,17:49:30,17:47:50,17:46:00,17:44:30,17:43:00,17:39:20,17:36:40,17:35:00,17:33:20,17:31:50,17:30:00,
8202,00:00:00,17:54:00,17:52:00,17:49:30,17:47:50,17:45:10,17:43:30,17:41:50,17:40:00,17:38:30,17:37:00,17:33:20,17:30:40,17:29:00,17:27:20,17:25:50,17:24:00,
8200,00:00:00,17:47:00,17:45:00,17:42:30,17:40:50,17:38:10,17:36:30,17:34:50,17:33:00,17:31:30,17:30:00,17:26:20,17:23:40,17:22:00,17:20:20,17:18:50,17:17:00,
8198,00:00:00,17:39:00,17:37:00,17:34:30,17:32:50,17:30:10,17:28:30,17:26:50,17:25:00,17:23:30,17:22:00,17:18:20,17:15:40,17:14:00,17:12:20,17:10:50,17:09:00,
8196,00:00:00,17:31:00,17:29:00,17:26:30,17:24:50,17:22:10,17:20:30,17:18:50,17:17:00,17:15:30,17:14:00,17:10:20,17:07:40,17:06:00,17:04:20,17:02:50,17:01:00,
8194,00:00:00,17:23:00,17:21:00,17:18:30,17:16:50,17:14:10,17:12:30,17:10:50,17:09:00,17:07:30,17:06:00,17:02:20,16:59:40,16:58:00,16:56:20,16:54:50,16:53:00,
8192,00:00:00,17:15:00,17:13:00,17:10:30,17:08:50,17:06:10,17:04:30,17:02:50,17:01:00,16:59:30,16:58:00,16:54:20,16:51:40,16:50:00,16:48:20,16:46:50,16:45:00,
8190,00:00:00,17:07:00,17:05:00,17:02:30,17:00:50,16:58:10,16:56:30,16:54:50,16:53:00,16:51:30,16:50:00,16:46:20,16:43:40,16:42:00,16:40:20,16:38:50,16:37:00,
8188,00:00:00,16:59:00,16:57:00,16:54:30,16:52:50,16:50:10,16:48:30,16:46:50,16:45:00,16:43:30,16:42:00,16:38:20,16:35:40,16:34:00,16:32:20,16:30:50,16:29:00,
8186,00:00:00,16:51:00,16:49:00,16:46:30,16:44:50,16:42:10,16:40:30,16:38:50,16:37:00,16:35:30,16:34:00,16:30:20,16:27:40,16:26:00,16:24:20,16:22:50,16:21:00,
8184,00:00:00,16:43:00,16:41:00,16:38:30,16:36:50,16:34:10,16:32:30,16:30:50,16:29:00,16:27:30,16:26:00,16:22:20,16:19:40,16:18:00,16:16:20,16:14:50,16:13:00,
8182,00:00:00,16:35:00,16:33:00,16:30:30,16:28:50,16:26:10,16:24:30,16:22:50,16:21:00,16:19:30,16:18:00,16:14:20,16:11:40,16:10:00,16:08:20,16:06:50,16:05:00,
8180,00:00:00,16:27:00,16:25:00,16:22:30,16:20:50,16:18:10,16:16:30,16:14:50,16:13:00,16:11:30,16:10:00,16:06:20,16:03:40,16:02:00,16:00:20,15:58:50,15:57:00,
8178,00:00:00,16:19:00,16:17:00,16:14:30,16:12:50,16:10:10,16:08:30,16:06:50,16:05:00,16:03:30,16:02:00,15:58:20,15:55:40,15:54:00,15:52:20,15:50:50,15:49:00,
8176,00:00:00,16:11:00,16:09:00,16:06:30,16:04:50,16:02:10,16:00:30,15:58:50,15:57:00,15:55:30,15:54:00,15:50:20,15:47:40,15:46:00,15:44:20,15:42:50,15:41:00,
8174,00:00:00,16:03:00,16:01:00,15:58:30,15:56:50,15:54:10,15:52:30,15:50:50,15:49:00,15:47:30,15:46:00,15:42:20,15:39:40,15:38:00,15:36:20,15:34:50,15:33:00,
8172,00:00:00,15:55:00,15:53:00,15:50:30,15:48:50,15:46:10,15:44:30,15:42:50,15:41:00,15:39:30,15:38:00,15:34:20,15:31:40,15:30:00,15:28:20,15:26:50,15:25:00,
8170,00:00:00,15:47:00,15:45:00,15:42:30,15:40:50,15:38:10,15:36:30,15:34:50,15:33:00,15:31:30,15:30:00,15:26:20,15:23:40,15:22:00,15:20:20,15:18:50,15:17:00,
8168,00:00:00,15:39:00,15:37:00,15:34:30,15:32:50,15:30:10,15:28:30,15:26:50,15:25:00,15:23:30,15:22:00,15:18:20,15:15:40,15:14:00,15:12:20,15:10:50,15:09:00,
8166,00:00:00,15:31:00,15:29:00,15:26:30,15:24:50,15:22:10,15:20:30,15:18:50,15:17:00,15:15:30,15:14:00,15:10:20,15:07:40,15:06:00,15:04:20,15:02:50,15:01:00,
8164,00:00:00,15:23:00,15:21:00,15:18:30,15:16:50,15:14:10,15:12:30,15:10:50,15:09:00,15:07:30,15:06:00,15:02:20,14:59:40,14:58:00,14:56:20,14:54:50,14:53:00,
8162,00:00:00,15:15:00,15:13:00,15:10:30,15:08:50,15:06:10,15:04:30,15:02:50,15:01:00,14:59:30,14:58:00,14:54:20,14:51:40,14:50:00,14:48:20,14:46:50,14:45:00,
8160,00:00:00,15:07:00,15:05:00,15:02:30,15:00:50,14:58:10,14:56:30,14:54:50,14:53:00,14:51:30,14:50:00,14:46:20,14:43:40,14:42:00,14:40:20,14:38:50,14:37:00,
8012,00:00:00,06:30:00,06:28:00,06:25:30,06:23:50,06:21:10,06:19:30,06:17:50,06:16:00,06:14:30,06:13:00,06:09:20,06:06:40,06:05:00,06:03:20,06:01:50,06:00:00,
8010,00:00:00,06:20:00,06:18:00,06:15:30,06:13:50,06:11:10,06:09:30,06:07:50,06:06:00,06:04:30,06:03:00,05:59:20,05:56:40,05:55:00,05:53:20,05:51:50,05:50:00,
8008,00:00:00,06:10:00,06:08:00,06:05:30,06:03:50,06:01:10,05:59:30,05:57:50,05:56:00,05:54:30,05:53:00,05:49:20,05:46:40,05:45:00,05:43:20,05:41:50,05:40:00,
8006,00:00:00,05:59:50,05:57:40,05:55:10,05:53:30,05:51:00,05:49:20,05:47:40,05:45:50,05:44:20,05:42:50,05:39:20,05:36:40,05:35:00,05:33:20,05:31:50,05:30:00,
8004,00:00:00,05:49:10,05:47:00,05:44:30,05:42:50,05:40:20,05:38:40,05:37:00,
8002,00:00:00,05:36:20,05:34:10,05:31:40,05:30:00,
8138,00:00:00,13:39:00,13:37:00,13:34:30,13:32:50,13:30:10,13:28:30,13:26:50,13:25:00,13:23:30,13:22:00,13:18:20,13:15:40,13:14:00,13:12:20,13:10:50,13:09:00,
8136,00:00:00,13:31:00,13:29:00,13:26:30,13:24:50,13:22:10,13:20:30,13:18:50,13:17:00,13:15:30,13:14:00,13:10:20,13:07:40,13:06:00,13:04:20,13:02:50,13:01:00,
8134,00:00:00,13:23:00,13:21:00,13:18:30,13:16:50,13:14:10,13:12:30,13:10:50,13:09:00,13:07:30,13:06:00,13:02:20,12:59:40,12:58:00,12:56:20,12:54:50,12:53:00,
8132,00:00:00,13:15:00,13:13:00,13:10:30,13:08:50,13:06:10,13:04:30,13:02:50,13:01:00,12:59:30,12:58:00,12:54:20,12:51:40,12:50:00,12:48:20,12:46:50,12:45:00,
8130,00:00:00,13:07:00,13:05:00,13:02:30,13:00:50,12:58:10,12:56:30,12:54:50,12:53:00,12:51:30,12:50:00,12:46:20,12:43:40,12:42:00,12:40:20,12:38:50,12:37:00,
8128,00:00:00,12:59:00,12:57:00,12:54:30,12:52:50,12:50:10,12:48:30,12:46:50,12:45:00,12:43:30,12:42:00,12:38:20,12:35:40,12:34:00,12:32:20,12:30:50,12:29:00,
8126,00:00:00,12:51:00,12:49:00,12:46:30,12:44:50,12:42:10,12:40:30,12:38:50,12:37:00,12:35:30,12:34:00,12:30:20,12:27:40,12:26:00,12:24:20,12:22:50,12:21:00,
8124,00:00:00,12:43:00,12:41:00,12:38:30,12:36:50,12:34:10,12:32:30,12:30:50,12:29:00,12:27:30,12:26:00,12:22:20,12:19:40,12:18:00,12:16:20,12:14:50,12:13:00,
8122,00:00:00,12:35:00,12:33:00,12:30:30,12:28:50,12:26:10,12:24:30,12:22:50,12:21:00,12:19:30,12:18:00,12:14:20,12:11:40,12:10:00,12:08:20,12:06:50,12:05:00,
8120,00:00:00,12:27:00,12:25:00,12:22:30,12:20:50,12:18:10,12:16:30,12:14:50,12:13:00,12:11:30,12:10:00,12:06:20,12:03:40,12:02:00,12:00:20,11:58:50,11:57:00,
8118,00:00:00,12:19:00,12:17:00,12:14:30,12:12:50,12:10:10,12:08:30,12:06:50,12:05:00,12:03:30,12:02:00,11:58:20,11:55:40,11:54:00,11:52:20,11:50:50,11:49:00,
8116,00:00:00,12:11:00,12:09:00,12:06:30,12:04:50,12:02:10,12:00:30,11:58:50,11:57:00,11:55:30,11:54:00,11:50:20,11:47:40,11:46:00,11:44:20,11:42:50,11:41:00,
8114,00:00:00,12:03:00,12:01:00,11:58:30,11:56:50,11:54:10,11:52:30,11:50:50,11:49:00,11:47:30,11:46:00,11:42:20,11:39:40,11:38:00,11:36:20,11:34:50,11:33:00,
8112,00:00:00,11:55:00,11:53:00,11:50:30,11:48:50,11:46:10,11:44:30,11:42:50,11:41:00,11:39:30,11:38:00,11:34:20,11:31:40,11:30:00,11:28:20,11:26:50,11:25:00,
8110,00:00:00,11:47:00,11:45:00,11:42:30,11:40:50,11:38:10,11:36:30,11:34:50,11:33:00,11:31:30,11:30:00,11:26:20,11:23:40,11:22:00,11:20:20,11:18:50,11:17:00,
8108,00:00:00,11:39:00,11:37:00,11:34:30,11:32:50,11:30:10,11:28:30,11:26:50,11:25:00,11:23:30,11:22:00,11:18:20,11:15:40,11:14:00,11:12:20,11:10:50,11:09:00,
8106,00:00:00,11:31:00,11:29:00,11:26:30,11:24:50,11:22:10,11:20:30,11:18:50,11:17:00,11:15:30,11:14:00,11:10:20,11:07:40,11:06:00,11:04:20,11:02:50,11:01:00,
8104,00:00:00,11:23:00,11:21:00,11:18:30,11:16:50,11:14:10,11:12:30,11:10:50,11:09:00,11:07:30,11:06:00,11:02:20,10:59:40,10:58:00,10:56:20,10:54:50,10:53:00,
8102,00:00:00,11:15:00,11:13:00,11:10:30,11:08:50,11:06:10,11:04:30,11:02:50,11:01:00,10:59:30,10:58:00,10:54:20,10:51:40,10:50:00,10:48:20,10:46:50,10:45:00,
8100,00:00:00,11:07:00,11:05:00,11:02:30,11:00:50,10:58:10,10:56:30,10:54:50,10:53:00,10:51:30,10:50:00,10:46:20,10:43:40,10:42:00,10:40:20,10:38:50,10:37:00,
8098,00:00:00,10:59:00,10:57:00,10:54:30,10:52:50,10:50:10,10:48:30,10:46:50,10:45:00,10:43:30,10:42:00,10:38:20,10:35:40,10:34:00,10:32:20,10:30:50,10:29:00,
8096,00:00:00,10:51:00,10:49:00,10:46:30,10:44:50,10:42:10,10:40:30,10:38:50,10:37:00,10:35:30,10:34:00,10:30:20,10:27:40,10:26:00,10:24:20,10:22:50,10:21:00,
8094,00:00:00,10:43:00,10:41:00,10:38:30,10:36:50,10:34:10,10:32:30,10:30:50,10:29:00,10:27:30,10:26:00,10:22:20,10:19:40,10:18:00,10:16:20,10:14:50,10:13:00,
8092,00:00:00,10:35:00,10:33:00,10:30:30,10:28:50,10:26:10,10:24:30,10:22:50,10:21:00,10:19:30,10:18:00,10:14:20,10:11:40,10:10:00,10:08:20,10:06:50,10:05:00,
8090,00:00:00,10:27:00,10:25:00,10:22:30,10:20:50,10:18:10,10:16:30,10:14:50,10:13:00,10:11:30,10:10:00,10:06:20,10:03:40,10:02:00,10:00:20,09:58:50,09:57:00,
8088,00:00:00,10:19:00,10:17:00,10:14:30,10:12:50,10:10:10,10:08:30,10:06:50,10:05:00,10:03:30,10:02:00,09:58:20,09:55:40,09:54:00,09:52:20,09:50:50,09:49:00,
8086,00:00:00,10:11:00,10:09:00,10:06:30,10:04:50,10:02:10,10:00:30,09:58:50,09:57:00,09:55:30,09:54:00,09:50:20,09:47:40,09:46:00,09:44:20,09:42:50,09:41:00,
8084,00:00:00,10:03:00,10:01:00,09:58:30,09:56:50,09:54:10,09:52:30,09:50:50,09:49:00,09:47:30,09:46:00,09:42:20,09:39:40,09:38:00,09:36:20,09:34:50,09:33:00,
8082,00:00:00,09:55:00,09:53:00,09:50:30,09:48:50,09:46:10,09:44:30,09:42:50,09:41:00,09:39:30,09:38:00,09:34:20,09:31:40,09:30:00,09:28:20,09:26:50,09:25:00,
8080,00:00:00,09:47:00,09:45:00,09:42:30,09:40:50,09:38:10,09:36:30,09:34:50,09:33:00,09:31:30,09:30:00,09:26:20,09:23:40,09:22:00,09:20:20,09:18:50,09:17:00,
8078,00:00:00,09:40:00,09:38:00,09:35:30,09:33:50,09:31:10,09:29:30,09:27:50,09:26:00,09:24:30,09:23:00,09:19:20,09:16:40,09:15:00,09:13:20,09:11:50,09:10:00,
8076,00:00:00,09:33:00,09:31:00,09:28:30,09:26:50,09:24:10,09:22:30,09:20:50,09:19:00,09:17:30,09:16:00,09:12:20,09:09:40,09:08:00,09:06:20,09:04:50,09:03:00,
8074,00:00:00,09:26:00,09:24:00,09:21:30,09:19:50,09:17:10,09:15:30,09:13:50,09:12:00,09:10:30,09:09:00,09:05:20,09:02:40,09:01:00,08:59:20,08:57:50,08:56:00,
8072,00:00:00,09:19:00,09:17:00,09:14:30,09:12:50,09:10:10,09:08:30,09:06:50,09:05:00,09:03:30,09:02:00,08:58:20,08:55:40,08:54:00,08:52:20,08:50:50,08:49:00,
8070,00:00:00,09:12:00,09:10:00,09:07:30,09:05:50,09:03:10,09:01:30,08:59:50,08:58:00,08:56:30,08:55:00,08:51:20,08:48:40,08:47:00,08:45:20,08:43:50,08:42:00,
8068,00:00:00,09:05:00,09:03:00,09:00:30,08:58:50,08:56:10,08:54:30,08:52:50,08:51:00,08:49:30,08:48:00,08:44:20,08:41:40,08:40:00,08:38:20,08:36:50,08:35:00,
8066,00:00:00,08:58:00,08:56:00,08:53:30,08:51:50,08:49:10,08:47:30,08:45:50,08:44:00,08:42:30,08:41:00,08:37:20,08:34:40,08:33:00,08:31:20,08:29:50,08:28:00,
8064,00:00:00,08:52:00,08:50:00,08:47:30,08:45:50,08:43:10,08:41:30,08:39:50,08:38:00,08:36:30,08:35:00,08:31:20,08:28:40,08:27:00,08:25:20,08:23:50,08:22:00,
8062,00:00:00,08:46:00,08:44:00,08:41:30,08:39:50,08:37:10,08:35:30,08:33:50,08:32:00,08:30:30,08:29:00,08:25:20,08:22:40,08:21:00,08:19:20,08:17:50,08:16:00,
8060,00:00:00,08:41:00,08:39:00,08:36:30,08:34:50,08:32:10,08:30:30,08:28:50,08:27:00,08:25:30,08:24:00,08:20:20,08:17:40,08:16:00,08:14:20,08:12:50,08:11:00,
8058,00:00:00,08:36:00,08:34:00,08:31:30,08:29:50,08:27:10,08:25:30,08:23:50,08:22:00,08:20:30,08:19:00,08:15:20,08:12:40,08:11:00,08:09:20,08:07:50,08:06:00,
8056,00:00:00,08:31:00,08:29:00,08:26:30,08:24:50,08:22:10,08:20:30,08:18:50,08:17:00,08:15:30,08:14:00,08:10:20,08:07:40,08:06:00,08:04:20,08:02:50,08:01:00,
8054,00:00:00,08:26:30,08:24:30,08:22:00,08:20:20,08:17:40,08:16:00,08:14:20,08:12:30,08:11:00,08:09:30,08:05:50,08:03:10,08:01:30,07:59:50,07:58:20,07:56:30,
8052,00:00:00,08:22:00,08:20:00,08:17:30,08:15:50,08:13:10,08:11:30,08:09:50,08:08:00,08:06:30,08:05:00,08:01:20,07:58:40,07:57:00,07:55:20,07:53:50,07:52:00,
8050,00:00:00,08:17:30,08:15:30,08:13:00,08:11:20,08:08:40,08:07:00,08:05:20,08:03:30,08:02:00,08:00:30,07:56:50,07:54:10,07:52:30,07:50:50,07:49:20,07:47:30,
8048,00:00:00,08:13:00,08:11:00,08:08:30,08:06:50,08:04:10,08:02:30,08:00:50,07:59:00,07:57:30,07:56:00,07:52:20,07:49:40,07:48:00,07:46:20,07:44:50,07:43:00,
8046,00:00:00,08:08:30,08:06:30,08:04:00,08:02:20,07:59:40,07:58:00,07:56:20,07:54:30,07:53:00,07:51:30,07:47:50,07:45:10,07:43:30,07:41:50,07:40:20,07:38:30,
8044,00:00:00,08:04:00,08:02:00,07:59:30,07:57:50,07:55:10,07:53:30,07:51:50,07:50:00,07:48:30,07:47:00,07:43:20,07:40:40,07:39:00,07:37:20,07:35:50,07:34:00,
8042,00:00:00,07:59:30,07:57:30,07:54:50,07:53:10,07:50:30,07:48:50,07:47:10,07:45:20,07:43:50,07:42:10,07:38:30,07:35:50,07:34:00,07:32:20,07:30:50,07:29:00,
8040,00:00:00,07:54:30,07:52:30,07:49:50,07:48:10,07:45:30,07:43:50,07:42:10,07:40:20,07:38:50,07:37:10,07:33:30,07:30:50,07:29:00,07:27:20,07:25:50,07:24:00,
8038,00:00:00,07:49:30,07:47:30,07:44:50,07:43:10,07:40:30,07:38:50,07:37:10,07:35:20,07:33:50,07:32:10,07:28:30,07:25:50,07:24:00,07:22:20,07:20:50,07:19:00,
8036,00:00:00,07:44:30,07:42:30,07:39:50,07:38:10,07:35:30,07:33:50,07:32:10,07:30:20,07:28:50,07:27:10,07:23:30,07:20:50,07:19:00,07:17:20,07:15:50,07:14:00,
8034,00:00:00,07:39:30,07:37:30,07:34:50,07:33:10,07:30:30,07:28:50,07:27:10,07:25:20,07:23:50,07:22:10,07:18:30,07:15:50,07:14:00,07:12:20,07:10:50,07:09:00,
8032,00:00:00,07:34:30,07:32:30,07:29:50,07:28:10,07:25:30,07:23:50,07:22:10,07:20:20,07:18:50,07:17:10,07:13:30,07:10:50,07:09:00,07:07:20,07:05:50,07:04:00,
8030,00:00:00,07:29:00,07:27:00,07:24:30,07:22:50,07:20:10,07:18:30,07:16:50,07:15:00,07:13:30,07:12:00,07:08:20,07:05:40,07:04:00,07:02:20,07:00:50,06:59:00,
8028,00:00:00,07:24:00,07:22:00,07:19:30,07:17:50,07:15:10,07:13:30,07:11:50,07:10:00,07:08:30,07:07:00,07:03:20,07:00:40,06:59:00,06:57:20,06:55:50,06:54:00,
