Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,종합운동장,218,U,02,053230,053200,신설동,
2,서울 2호선,종합운동장,218,U,02,055030,055000,신설동,
3,서울 2호선,종합운동장,218,U,02,060400,060330,신설동,
4,서울 2호선,종합운동장,218,U,02,061000,060930,신설동,
5,서울 2호선,종합운동장,218,U,02,061730,061700,신설동,
6,서울 2호선,종합운동장,218,U,02,062330,062300,신설동,
7,서울 2호선,종합운동장,218,U,02,062900,062830,신설동,
8,서울 2호선,종합운동장,218,U,02,063600,063530,신설동,
9,서울 2호선,종합운동장,218,U,02,064300,064230,신설동,
10,서울 2호선,종합운동장,218,U,02,064730,064700,신설동,
11,서울 2호선,종합운동장,218,U,02,065300,065230,신설동,
12,서울 2호선,종합운동장,218,U,02,065830,065800,신설동,
13,서울 2호선,종합운동장,218,U,02,070400,070330,신설동,
14,서울 2호선,종합운동장,218,U,02,071130,071100,신설동,
15,서울 2호선,종합운동장,218,U,02,071700,071630,신설동,
16,서울 2호선,종합운동장,218,U,02,072200,072130,신설동,
17,서울 2호선,종합운동장,218,U,02,072600,072530,신설동,
18,서울 2호선,종합운동장,218,U,02,073000,072930,신설동,
19,서울 2호선,종합운동장,218,U,02,073400,073330,신설동,
20,서울 2호선,종합운동장,218,U,02,073800,073730,신설동,
21,서울 2호선,종합운동장,218,U,02,074200,074130,신설동,
22,서울 2호선,종합운동장,218,U,02,074700,074630,신설동,
23,서울 2호선,종합운동장,218,U,02,075200,075130,신설동,
24,서울 2호선,종합운동장,218,U,02,075800,075730,신설동,
25,서울 2호선,종합운동장,218,U,02,080200,080130,신설동,
26,서울 2호선,종합운동장,218,U,02,080600,080530,신설동,
27,서울 2호선,종합운동장,218,U,02,081000,080930,신설동,
28,서울 2호선,종합운동장,218,U,02,081400,081330,신설동,
29,서울 2호선,종합운동장,218,U,02,082200,082130,신설동,
30,서울 2호선,종합운동장,218,U,02,082600,082530,신설동,
31,서울 2호선,종합운동장,218,U,02,083100,083030,신설동,
32,서울 2호선,종합운동장,218,U,02,083530,083500,신설동,
33,서울 2호선,종합운동장,218,U,02,084030,084000,신설동,
34,서울 2호선,종합운동장,218,U,02,084600,084530,신설동,
35,서울 2호선,종합운동장,218,U,02,085000,084930,신설동,
36,서울 2호선,종합운동장,218,U,02,085400,085330,신설동,
37,서울 2호선,종합운동장,218,U,02,085800,085730,신설동,
38,서울 2호선,종합운동장,218,U,02,090200,090130,신설동,
39,서울 2호선,종합운동장,218,U,02,090600,090530,신설동,
40,서울 2호선,종합운동장,218,U,02,091000,090930,신설동,
41,서울 2호선,종합운동장,218,U,02,091400,091330,신설동,
42,서울 2호선,종합운동장,218,U,02,091900,091830,신설동,
43,서울 2호선,종합운동장,218,U,02,092330,092300,신설동,
44,서울 2호선,종합운동장,218,U,02,092630,092600,신설동,
45,서울 2호선,종합운동장,218,U,02,092900,092830,신설동,
46,서울 2호선,종합운동장,218,U,02,093400,093330,신설동,
47,서울 2호선,종합운동장,218,U,02,093700,093630,신설동,
48,서울 2호선,종합운동장,218,U,02,093930,093900,신설동,
49,서울 2호선,종합운동장,218,U,02,094400,094330,신설동,
50,서울 2호선,종합운동장,218,U,02,094900,094830,신설동,
51,서울 2호선,종합운동장,218,U,02,095330,095300,신설동,
52,서울 2호선,종합운동장,218,U,02,095700,095630,신설동,
53,서울 2호선,종합운동장,218,U,02,100100,100030,신설동,
54,서울 2호선,종합운동장,218,U,02,100730,100700,신설동,
55,서울 2호선,종합운동장,218,U,02,101400,101330,신설동,
56,서울 2호선,종합운동장,218,U,02,101900,101830,신설동,
57,서울 2호선,종합운동장,218,U,02,102330,102300,신설동,
58,서울 2호선,종합운동장,218,U,02,102900,102830,신설동,
59,서울 2호선,종합운동장,218,U,02,103430,103400,신설동,
60,서울 2호선,종합운동장,218,U,02,104000,103930,신설동,
61,서울 2호선,종합운동장,218,U,02,104230,104200,신설동,
62,서울 2호선,종합운동장,218,U,02,104530,104500,신설동,
63,서울 2호선,종합운동장,218,U,02,105100,105030,신설동,
64,서울 2호선,종합운동장,218,U,02,105400,105330,신설동,
65,서울 2호선,종합운동장,218,U,02,105630,105600,신설동,
66,서울 2호선,종합운동장,218,U,02,110200,110130,신설동,
67,서울 2호선,종합운동장,218,U,02,110600,110530,신설동,
68,서울 2호선,종합운동장,218,U,02,111000,110930,신설동,
