Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,선릉,220,D,01,053230,053130,까치산,
2,서울 2호선,선릉,220,D,01,054900,054800,까치산,
3,서울 2호선,선릉,220,D,01,055900,055800,까치산,
4,서울 2호선,선릉,220,D,01,060600,060500,까치산,
5,서울 2호선,선릉,220,D,01,061300,061200,까치산,
6,서울 2호선,선릉,220,D,01,061700,061600,까치산,
7,서울 2호선,선릉,220,D,01,062300,062200,까치산,
8,서울 2호선,선릉,220,D,01,062900,062800,까치산,
9,서울 2호선,선릉,220,D,01,063600,063500,까치산,
10,서울 2호선,선릉,220,D,01,064200,064100,까치산,
11,서울 2호선,선릉,220,D,01,064600,064500,까치산,
12,서울 2호선,선릉,220,D,01,064900,064800,까치산,
13,서울 2호선,선릉,220,D,01,065530,065430,까치산,
14,서울 2호선,선릉,220,D,01,065900,065800,까치산,
15,서울 2호선,선릉,220,D,01,070230,070130,까치산,
16,서울 2호선,선릉,220,D,01,070900,070800,까치산,
17,서울 2호선,선릉,220,D,01,071300,071200,까치산,
18,서울 2호선,선릉,220,D,01,071600,071500,까치산,
19,서울 2호선,선릉,220,D,01,072000,071900,까치산,
20,서울 2호선,선릉,220,D,01,072300,072200,까치산,
21,서울 2호선,선릉,220,D,01,072700,072600,까치산,
22,서울 2호선,선릉,220,D,01,073100,073000,까치산,
23,서울 2호선,선릉,220,D,01,073500,073400,까치산,
24,서울 2호선,선릉,220,D,01,073800,073700,까치산,
25,서울 2호선,선릉,220,D,01,074200,074100,까치산,
26,서울 2호선,선릉,220,D,01,074500,074400,까치산,
27,서울 2호선,선릉,220,D,01,074900,074800,까치산,
28,서울 2호선,선릉,220,D,01,075200,075100,까치산,
29,서울 2호선,선릉,220,D,01,075500,075400,까치산,
30,서울 2호선,선릉,220,D,01,075830,075730,까치산,
31,서울 2호선,선릉,220,D,01,080200,080100,까치산,
32,서울 2호선,선릉,220,D,01,080500,080400,까치산,
33,서울 2호선,선릉,220,D,01,080800,080700,까치산,
34,서울 2호선,선릉,220,D,01,081100,081000,까치산,
35,서울 2호선,선릉,220,D,01,081500,081400,까치산,
36,서울 2호선,선릉,220,D,01,081830,081730,까치산,
37,서울 2호선,선릉,220,D,01,082130,082030,까치산,
38,서울 2호선,선릉,220,D,01,082430,082330,까치산,
39,서울 2호선,선릉,220,D,01,082800,082700,까치산,
40,서울 2호선,선릉,220,D,01,083200,083100,까치산,
41,서울 2호선,선릉,220,D,01,083530,083430,까치산,
42,서울 2호선,선릉,220,D,01,083830,083730,까치산,
43,서울 2호선,선릉,220,D,01,084200,084100,까치산,
44,서울 2호선,선릉,220,D,01,084600,084500,까치산,
45,서울 2호선,선릉,220,D,01,084900,084800,까치산,
46,서울 2호선,선릉,220,D,01,085300,085200,까치산,
47,서울 2호선,선릉,220,D,01,085600,085500,까치산,
48,서울 2호선,선릉,220,D,01,090000,085900,까치산,
49,서울 2호선,선릉,220,D,01,090400,090300,까치산,
50,서울 2호선,선릉,220,D,01,090800,090700,까치산,
51,서울 2호선,선릉,220,D,01,091100,091000,까치산,
52,서울 2호선,선릉,220,D,01,091400,091300,까치산,
53,서울 2호선,선릉,220,D,01,091730,091630,까치산,
54,서울 2호선,선릉,220,D,01,092100,092000,까치산,
55,서울 2호선,선릉,220,D,01,092400,092300,까치산,
56,서울 2호선,선릉,220,D,01,092700,092600,까치산,
57,서울 2호선,선릉,220,D,01,093030,092930,까치산,
58,서울 2호선,선릉,220,D,01,093400,093300,까치산,
59,서울 2호선,선릉,220,D,01,093700,093600,까치산,
60,서울 2호선,선릉,220,D,01,094000,093900,까치산,
61,서울 2호선,선릉,220,D,01,094300,094200,까치산,
62,서울 2호선,선릉,220,D,01,094530,094430,까치산,
63,서울 2호선,선릉,220,D,01,094900,094800,까치산,
64,서울 2호선,선릉,220,D,01,095530,095430,까치산,
65,서울 2호선,선릉,220,D,01,095900,095800,까치산,
66,서울 2호선,선릉,220,D,01,100300,100200,까치산,
67,서울 2호선,선릉,220,D,01,100900,100800,까치산,
68,서울 2호선,선릉,220,D,01,101300,101200,까치산,
69,서울 2호선,선릉,220,D,01,101600,101500,까치산,
70,서울 2호선,선릉,220,D,01,102000,101900,까치산,
71,서울 2호선,선릉,220,D,01,102600,102500,까치산,
72,서울 2호선,선릉,220,D,01,103000,102900,까치산,
73,서울 2호선,선릉,220,D,01,103430,103330,까치산,
74,서울 2호선,선릉,220,D,01,103900,103800,까치산,
75,서울 2호선,선릉,220,D,01,104430,104330,까치산,
76,서울 2호선,선릉,220,D,01,104830,104730,까치산,
77,서울 2호선,선릉,220,D,01,105430,105330,까치산,
78,서울 2호선,선릉,220,D,01,105800,105700,까치산,
79,서울 2호선,선릉,220,D,01,110100,110000,까치산,
