Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,삼성,219,U,01,053000,000000,신설동,
2,서울 2호선,삼성,219,U,01,055000,054930,신설동,
3,서울 2호선,삼성,219,U,01,060330,060300,신설동,
4,서울 2호선,삼성,219,U,01,060930,060900,신설동,
5,서울 2호선,삼성,219,U,01,061530,061500,신설동,
6,서울 2호선,삼성,219,U,01,062130,062100,신설동,
7,서울 2호선,삼성,219,U,01,062700,062630,신설동,
8,서울 2호선,삼성,219,U,01,063230,063200,신설동,
9,서울 2호선,삼성,219,U,01,063730,063700,신설동,
10,서울 2호선,삼성,219,U,01,064300,064230,신설동,
11,서울 2호선,삼성,219,U,01,064730,064700,신설동,
12,서울 2호선,삼성,219,U,01,065200,065130,신설동,
13,서울 2호선,삼성,219,U,01,065630,065600,신설동,
14,서울 2호선,삼성,219,U,01,070200,070130,신설동,
15,서울 2호선,삼성,219,U,01,070700,070630,신설동,
16,서울 2호선,삼성,219,U,01,071200,071130,신설동,
17,서울 2호선,삼성,219,U,01,071700,071630,신설동,
18,서울 2호선,삼성,219,U,01,072200,072130,신설동,
19,서울 2호선,삼성,219,U,01,072700,072630,신설동,
20,서울 2호선,삼성,219,U,01,073100,073030,신설동,
21,서울 2호선,삼성,219,U,01,073700,073630,신설동,
22,서울 2호선,삼성,219,U,01,074100,074030,신설동,
23,서울 2호선,삼성,219,U,01,074400,074330,신설동,
24,서울 2호선,삼성,219,U,01,074700,074630,신설동,
25,서울 2호선,삼성,219,U,01,075000,074930,신설동,
26,서울 2호선,삼성,219,U,01,075230,075200,신설동,
27,서울 2호선,삼성,219,U,01,075530,075500,신설동,
28,서울 2호선,삼성,219,U,01,075830,075800,신설동,
29,서울 2호선,삼성,219,U,01,080130,080100,신설동,
30,서울 2호선,삼성,219,U,01,080430,080400,신설동,
31,서울 2호선,삼성,219,U,01,080730,080700,신설동,
32,서울 2호선,삼성,219,U,01,081000,080930,신설동,
33,서울 2호선,삼성,219,U,01,081230,081200,신설동,
34,서울 2호선,삼성,219,U,01,081500,081430,신설동,
35,서울 2호선,삼성,219,U,01,081730,081700,신설동,
