Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,삼성,219,U,02,053000,000000,신설동,
2,서울 2호선,삼성,219,U,02,105200,000000,신설동,
3,서울 2호선,삼성,219,U,02,054830,054800,신설동,
4,서울 2호선,삼성,219,U,02,060200,060130,신설동,
5,서울 2호선,삼성,219,U,02,060800,060730,신설동,
6,서울 2호선,삼성,219,U,02,061530,061500,신설동,
7,서울 2호선,삼성,219,U,02,062130,062100,신설동,
8,서울 2호선,삼성,219,U,02,062700,062630,신설동,
9,서울 2호선,삼성,219,U,02,063400,063330,신설동,
10,서울 2호선,삼성,219,U,02,064100,064030,신설동,
11,서울 2호선,삼성,219,U,02,064530,064500,신설동,
12,서울 2호선,삼성,219,U,02,065100,065030,신설동,
13,서울 2호선,삼성,219,U,02,065630,065600,신설동,
14,서울 2호선,삼성,219,U,02,070200,070130,신설동,
15,서울 2호선,삼성,219,U,02,070930,070900,신설동,
16,서울 2호선,삼성,219,U,02,071500,071430,신설동,
17,서울 2호선,삼성,219,U,02,072000,071930,신설동,
18,서울 2호선,삼성,219,U,02,072400,072330,신설동,
19,서울 2호선,삼성,219,U,02,072800,072730,신설동,
20,서울 2호선,삼성,219,U,02,073200,073130,신설동,
21,서울 2호선,삼성,219,U,02,073600,073530,신설동,
22,서울 2호선,삼성,219,U,02,074000,073930,신설동,
23,서울 2호선,삼성,219,U,02,074500,074430,신설동,
24,서울 2호선,삼성,219,U,02,075000,074930,신설동,
25,서울 2호선,삼성,219,U,02,075600,075530,신설동,
26,서울 2호선,삼성,219,U,02,080000,075930,신설동,
27,서울 2호선,삼성,219,U,02,080400,080330,신설동,
28,서울 2호선,삼성,219,U,02,080800,080730,신설동,
29,서울 2호선,삼성,219,U,02,081230,081200,신설동,
30,서울 2호선,삼성,219,U,02,082000,081930,신설동,
31,서울 2호선,삼성,219,U,02,082400,082330,신설동,
32,서울 2호선,삼성,219,U,02,082900,082830,신설동,
33,서울 2호선,삼성,219,U,02,083330,083300,신설동,
34,서울 2호선,삼성,219,U,02,083830,083800,신설동,
35,서울 2호선,삼성,219,U,02,084400,084330,신설동,
36,서울 2호선,삼성,219,U,02,084800,084730,신설동,
37,서울 2호선,삼성,219,U,02,085200,085130,신설동,
38,서울 2호선,삼성,219,U,02,085600,085530,신설동,
39,서울 2호선,삼성,219,U,02,090000,085930,신설동,
40,서울 2호선,삼성,219,U,02,090400,090330,신설동,
41,서울 2호선,삼성,219,U,02,090800,090730,신설동,
42,서울 2호선,삼성,219,U,02,091200,091130,신설동,
43,서울 2호선,삼성,219,U,02,091700,091630,신설동,
44,서울 2호선,삼성,219,U,02,092130,092100,신설동,
45,서울 2호선,삼성,219,U,02,092430,092400,신설동,
46,서울 2호선,삼성,219,U,02,092700,092630,신설동,
47,서울 2호선,삼성,219,U,02,093200,093130,신설동,
48,서울 2호선,삼성,219,U,02,093500,093430,신설동,
49,서울 2호선,삼성,219,U,02,093730,093700,신설동,
50,서울 2호선,삼성,219,U,02,094200,094130,신설동,
51,서울 2호선,삼성,219,U,02,094700,094630,신설동,
52,서울 2호선,삼성,219,U,02,095130,095100,신설동,
53,서울 2호선,삼성,219,U,02,095530,095500,신설동,
54,서울 2호선,삼성,219,U,02,095900,095830,신설동,
55,서울 2호선,삼성,219,U,02,100530,100500,신설동,
56,서울 2호선,삼성,219,U,02,101200,101130,신설동,
57,서울 2호선,삼성,219,U,02,101700,101630,신설동,
58,서울 2호선,삼성,219,U,02,102130,102100,신설동,
59,서울 2호선,삼성,219,U,02,102700,102630,신설동,
60,서울 2호선,삼성,219,U,02,103230,103200,신설동,
61,서울 2호선,삼성,219,U,02,103800,103730,신설동,
62,서울 2호선,삼성,219,U,02,104030,104000,신설동,
63,서울 2호선,삼성,219,U,02,104330,104300,신설동,
64,서울 2호선,삼성,219,U,02,104900,104830,신설동,
