Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,삼성,219,D,02,053000,000000,까치산,
2,서울 2호선,삼성,219,D,02,054630,054600,까치산,
3,서울 2호선,삼성,219,D,02,055630,055600,까치산,
4,서울 2호선,삼성,219,D,02,060230,060200,까치산,
5,서울 2호선,삼성,219,D,02,060830,060800,까치산,
6,서울 2호선,삼성,219,D,02,061430,061400,까치산,
7,서울 2호선,삼성,219,D,02,062030,062000,까치산,
8,서울 2호선,삼성,219,D,02,062530,062500,까치산,
9,서울 2호선,삼성,219,D,02,063030,063000,까치산,
10,서울 2호선,삼성,219,D,02,063430,063400,까치산,
11,서울 2호선,삼성,219,D,02,063930,063900,까치산,
12,서울 2호선,삼성,219,D,02,064430,064400,까치산,
13,서울 2호선,삼성,219,D,02,065030,065000,까치산,
14,서울 2호선,삼성,219,D,02,065600,065530,까치산,
15,서울 2호선,삼성,219,D,02,070130,070100,까치산,
16,서울 2호선,삼성,219,D,02,070630,070600,까치산,
17,서울 2호선,삼성,219,D,02,071030,071000,까치산,
18,서울 2호선,삼성,219,D,02,071430,071400,까치산,
19,서울 2호선,삼성,219,D,02,071830,071800,까치산,
20,서울 2호선,삼성,219,D,02,072230,072200,까치산,
21,서울 2호선,삼성,219,D,02,072630,072600,까치산,
22,서울 2호선,삼성,219,D,02,073100,073030,까치산,
23,서울 2호선,삼성,219,D,02,073530,073500,까치산,
24,서울 2호선,삼성,219,D,02,074030,074000,까치산,
25,서울 2호선,삼성,219,D,02,074630,074600,까치산,
26,서울 2호선,삼성,219,D,02,075200,075130,까치산,
27,서울 2호선,삼성,219,D,02,075730,075700,까치산,
28,서울 2호선,삼성,219,D,02,080330,080300,까치산,
29,서울 2호선,삼성,219,D,02,080730,080700,까치산,
30,서울 2호선,삼성,219,D,02,081130,081100,까치산,
31,서울 2호선,삼성,219,D,02,081530,081500,까치산,
32,서울 2호선,삼성,219,D,02,081930,081900,까치산,
33,서울 2호선,삼성,219,D,02,082330,082300,까치산,
34,서울 2호선,삼성,219,D,02,082730,082700,까치산,
35,서울 2호선,삼성,219,D,02,083130,083100,까치산,
36,서울 2호선,삼성,219,D,02,083530,083500,까치산,
37,서울 2호선,삼성,219,D,02,083930,083900,까치산,
38,서울 2호선,삼성,219,D,02,084330,084300,까치산,
39,서울 2호선,삼성,219,D,02,084730,084700,까치산,
40,서울 2호선,삼성,219,D,02,085130,085100,까치산,
41,서울 2호선,삼성,219,D,02,085530,085500,까치산,
42,서울 2호선,삼성,219,D,02,085930,085900,까치산,
43,서울 2호선,삼성,219,D,02,090330,090300,까치산,
44,서울 2호선,삼성,219,D,02,090730,090700,까치산,
45,서울 2호선,삼성,219,D,02,091130,091100,까치산,
46,서울 2호선,삼성,219,D,02,091530,091500,까치산,
47,서울 2호선,삼성,219,D,02,091930,091900,까치산,
48,서울 2호선,삼성,219,D,02,092230,092200,까치산,
49,서울 2호선,삼성,219,D,02,092700,092630,까치산,
50,서울 2호선,삼성,219,D,02,093130,093100,까치산,
51,서울 2호선,삼성,219,D,02,093530,093500,까치산,
52,서울 2호선,삼성,219,D,02,093930,093900,까치산,
53,서울 2호선,삼성,219,D,02,094430,094400,까치산,
54,서울 2호선,삼성,219,D,02,094930,094900,까치산,
55,서울 2호선,삼성,219,D,02,095430,095400,까치산,
56,서울 2호선,삼성,219,D,02,095930,095900,까치산,
57,서울 2호선,삼성,219,D,02,100430,100400,까치산,
58,서울 2호선,삼성,219,D,02,100930,100900,까치산,
59,서울 2호선,삼성,219,D,02,101430,101400,까치산,
60,서울 2호선,삼성,219,D,02,101930,101900,까치산,
61,서울 2호선,삼성,219,D,02,102430,102400,까치산,
62,서울 2호선,삼성,219,D,02,102930,102900,까치산,
63,서울 2호선,삼성,219,D,02,103430,103400,까치산,
