Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,서울대입구,228,D,03,053000,000000,까치산,
2,서울 2호선,서울대입구,228,D,03,055400,055330,까치산,
3,서울 2호선,서울대입구,228,D,03,060530,060500,까치산,
4,서울 2호선,서울대입구,228,D,03,061530,061500,까치산,
5,서울 2호선,서울대입구,228,D,03,062330,062300,까치산,
6,서울 2호선,서울대입구,228,D,03,063300,063230,까치산,
7,서울 2호선,서울대입구,228,D,03,063830,063800,까치산,
8,서울 2호선,서울대입구,228,D,03,064430,064400,까치산,
9,서울 2호선,서울대입구,228,D,03,065030,065000,까치산,
10,서울 2호선,서울대입구,228,D,03,065630,065600,까치산,
11,서울 2호선,서울대입구,228,D,03,070230,070200,까치산,
12,서울 2호선,서울대입구,228,D,03,070830,070800,까치산,
13,서울 2호선,서울대입구,228,D,03,071430,071400,까치산,
14,서울 2호선,서울대입구,228,D,03,071830,071800,까치산,
15,서울 2호선,서울대입구,228,D,03,072230,072200,까치산,
16,서울 2호선,서울대입구,228,D,03,072830,072800,까치산,
17,서울 2호선,서울대입구,228,D,03,073430,073400,까치산,
18,서울 2호선,서울대입구,228,D,03,073930,073900,까치산,
19,서울 2호선,서울대입구,228,D,03,074430,074400,까치산,
20,서울 2호선,서울대입구,228,D,03,075000,074930,까치산,
21,서울 2호선,서울대입구,228,D,03,075530,075500,까치산,
22,서울 2호선,서울대입구,228,D,03,080100,080030,까치산,
23,서울 2호선,서울대입구,228,D,03,080630,080600,까치산,
24,서울 2호선,서울대입구,228,D,03,081200,081130,까치산,
25,서울 2호선,서울대입구,228,D,03,081730,081700,까치산,
26,서울 2호선,서울대입구,228,D,03,082300,082230,까치산,
27,서울 2호선,서울대입구,228,D,03,082830,082800,까치산,
28,서울 2호선,서울대입구,228,D,03,083400,083330,까치산,
29,서울 2호선,서울대입구,228,D,03,083930,083900,까치산,
30,서울 2호선,서울대입구,228,D,03,084500,084430,까치산,
31,서울 2호선,서울대입구,228,D,03,085030,085000,까치산,
32,서울 2호선,서울대입구,228,D,03,085600,085530,까치산,
33,서울 2호선,서울대입구,228,D,03,090130,090100,까치산,
34,서울 2호선,서울대입구,228,D,03,090700,090630,까치산,
35,서울 2호선,서울대입구,228,D,03,091230,091200,까치산,
36,서울 2호선,서울대입구,228,D,03,091800,091730,까치산,
37,서울 2호선,서울대입구,228,D,03,092330,092300,까치산,
38,서울 2호선,서울대입구,228,D,03,092800,092730,까치산,
39,서울 2호선,서울대입구,228,D,03,093430,093400,까치산,
40,서울 2호선,서울대입구,228,D,03,094030,094000,까치산,
41,서울 2호선,서울대입구,228,D,03,094430,094400,까치산,
42,서울 2호선,서울대입구,228,D,03,094730,094700,까치산,
43,서울 2호선,서울대입구,228,D,03,095100,095030,까치산,
44,서울 2호선,서울대입구,228,D,03,095630,095600,까치산,
45,서울 2호선,서울대입구,228,D,03,100200,100130,까치산,
46,서울 2호선,서울대입구,228,D,03,100730,100700,까치산,
47,서울 2호선,서울대입구,228,D,03,101300,101230,까치산,
48,서울 2호선,서울대입구,228,D,03,101830,101800,까치산,
49,서울 2호선,서울대입구,228,D,03,102400,102330,까치산,
50,서울 2호선,서울대입구,228,D,03,102930,102900,까치산,
51,서울 2호선,서울대입구,228,D,03,103500,103430,까치산,
52,서울 2호선,서울대입구,228,D,03,104030,104000,까치산,
53,서울 2호선,서울대입구,228,D,03,104600,104530,까치산,
54,서울 2호선,서울대입구,228,D,03,105130,105100,까치산,
55,서울 2호선,서울대입구,228,D,03,105700,105630,까치산,
56,서울 2호선,서울대입구,228,D,03,110230,110200,까치산,
57,서울 2호선,서울대입구,228,D,03,110630,110600,까치산,
58,서울 2호선,서울대입구,228,D,03,110830,110800,까치산,
59,서울 2호선,서울대입구,228,D,03,111330,111300,까치산,
60,서울 2호선,서울대입구,228,D,03,111900,111830,까치산,
61,서울 2호선,서울대입구,228,D,03,112430,112400,까치산,
62,서울 2호선,서울대입구,228,D,03,113000,112930,까치산,
63,서울 2호선,서울대입구,228,D,03,113530,113500,까치산,
64,서울 2호선,서울대입구,228,D,03,114100,114030,까치산,
65,서울 2호선,서울대입구,228,D,03,114630,114600,까치산,
66,서울 2호선,서울대입구,228,D,03,115200,115130,까치산,
67,서울 2호선,서울대입구,228,D,03,115730,115700,까치산,
68,서울 2호선,서울대입구,228,D,03,120300,120230,까치산,
69,서울 2호선,서울대입구,228,D,03,120830,120800,까치산,
70,서울 2호선,서울대입구,228,D,03,121400,121330,까치산,
71,서울 2호선,서울대입구,228,D,03,121930,121900,까치산,
72,서울 2호선,서울대입구,228,D,03,122500,122430,까치산,
73,서울 2호선,서울대입구,228,D,03,123030,123000,까치산,
74,서울 2호선,서울대입구,228,D,03,123600,123530,까치산,
75,서울 2호선,서울대입구,228,D,03,124130,124100,까치산,
76,서울 2호선,서울대입구,228,D,03,124700,124630,까치산,
77,서울 2호선,서울대입구,228,D,03,125230,125200,까치산,
78,서울 2호선,서울대입구,228,D,03,125800,125730,까치산,
79,서울 2호선,서울대입구,228,D,03,130330,130300,까치산,
80,서울 2호선,서울대입구,228,D,03,130900,130830,까치산,
81,서울 2호선,서울대입구,228,D,03,131430,131400,까치산,
82,서울 2호선,서울대입구,228,D,03,132000,131930,까치산,
83,서울 2호선,서울대입구,228,D,03,132530,132500,까치산,
84,서울 2호선,서울대입구,228,D,03,133100,133030,까치산,
85,서울 2호선,서울대입구,228,D,03,133630,133600,까치산,
86,서울 2호선,서울대입구,228,D,03,134200,134130,까치산,
87,서울 2호선,서울대입구,228,D,03,134730,134700,까치산,
88,서울 2호선,서울대입구,228,D,03,135300,135230,까치산,
89,서울 2호선,서울대입구,228,D,03,135830,135800,까치산,
90,서울 2호선,서울대입구,228,D,03,140400,140330,까치산,
91,서울 2호선,서울대입구,228,D,03,140930,140900,까치산,
92,서울 2호선,서울대입구,228,D,03,141500,141430,까치산,
93,서울 2호선,서울대입구,228,D,03,142030,142000,까치산,
94,서울 2호선,서울대입구,228,D,03,142600,142530,까치산,
95,서울 2호선,서울대입구,228,D,03,143130,143100,까치산,
96,서울 2호선,서울대입구,228,D,03,143700,143630,까치산,
