Train No., Line, Station Code, Station, U/D, Day Code, Departure Time, Arrival Time, Destination,
1,서울 2호선,잠실,216,U,03,053900,053830,신설동,
2,서울 2호선,잠실,216,U,03,055500,055430,신설동,
3,서울 2호선,잠실,216,U,03,060800,060730,신설동,
4,서울 2호선,잠실,216,U,03,061500,061430,신설동,
5,서울 2호선,잠실,216,U,03,061930,061900,신설동,
6,서울 2호선,잠실,216,U,03,062700,062630,신설동,
7,서울 2호선,잠실,216,U,03,063100,063030,신설동,
8,서울 2호선,잠실,216,U,03,063900,063830,신설동,
9,서울 2호선,잠실,216,U,03,064700,064630,신설동,
10,서울 2호선,잠실,216,U,03,065430,065400,신설동,
11,서울 2호선,잠실,216,U,03,065900,065830,신설동,
12,서울 2호선,잠실,216,U,03,070500,070430,신설동,
13,서울 2호선,잠실,216,U,03,071000,070930,신설동,
14,서울 2호선,잠실,216,U,03,071530,071500,신설동,
15,서울 2호선,잠실,216,U,03,072100,072030,신설동,
16,서울 2호선,잠실,216,U,03,072530,072500,신설동,
17,서울 2호선,잠실,216,U,03,073100,073030,신설동,
18,서울 2호선,잠실,216,U,03,073630,073600,신설동,
19,서울 2호선,잠실,216,U,03,074230,074200,신설동,
20,서울 2호선,잠실,216,U,03,074830,074800,신설동,
21,서울 2호선,잠실,216,U,03,075400,075330,신설동,
22,서울 2호선,잠실,216,U,03,075930,075900,신설동,
23,서울 2호선,잠실,216,U,03,080500,080430,신설동,
24,서울 2호선,잠실,216,U,03,081030,081000,신설동,
25,서울 2호선,잠실,216,U,03,081600,081530,신설동,
26,서울 2호선,잠실,216,U,03,082100,082030,신설동,
27,서울 2호선,잠실,216,U,03,082700,082630,신설동,
28,서울 2호선,잠실,216,U,03,083300,083230,신설동,
29,서울 2호선,잠실,216,U,03,083900,083830,신설동,
30,서울 2호선,잠실,216,U,03,084430,084400,신설동,
31,서울 2호선,잠실,216,U,03,085000,084930,신설동,
32,서울 2호선,잠실,216,U,03,085530,085500,신설동,
33,서울 2호선,잠실,216,U,03,090100,090030,신설동,
34,서울 2호선,잠실,216,U,03,090700,090630,신설동,
35,서울 2호선,잠실,216,U,03,091200,091130,신설동,
36,서울 2호선,잠실,216,U,03,091730,091700,신설동,
37,서울 2호선,잠실,216,U,03,092300,092230,신설동,
38,서울 2호선,잠실,216,U,03,092830,092800,신설동,
39,서울 2호선,잠실,216,U,03,093400,093330,신설동,
40,서울 2호선,잠실,216,U,03,093930,093900,신설동,
41,서울 2호선,잠실,216,U,03,094500,094430,신설동,
42,서울 2호선,잠실,216,U,03,095030,095000,신설동,
43,서울 2호선,잠실,216,U,03,095500,095430,신설동,
44,서울 2호선,잠실,216,U,03,095930,095900,신설동,
45,서울 2호선,잠실,216,U,03,100200,100130,신설동,
46,서울 2호선,잠실,216,U,03,100700,100630,신설동,
47,서울 2호선,잠실,216,U,03,101230,101200,신설동,
48,서울 2호선,잠실,216,U,03,101800,101730,신설동,
49,서울 2호선,잠실,216,U,03,102330,102300,신설동,
50,서울 2호선,잠실,216,U,03,102900,102830,신설동,
51,서울 2호선,잠실,216,U,03,103430,103400,신설동,
52,서울 2호선,잠실,216,U,03,104100,104030,신설동,
53,서울 2호선,잠실,216,U,03,104400,104330,신설동,
54,서울 2호선,잠실,216,U,03,104700,104630,신설동,
55,서울 2호선,잠실,216,U,03,105100,105030,신설동,
56,서울 2호선,잠실,216,U,03,105630,105600,신설동,
57,서울 2호선,잠실,216,U,03,110200,110130,신설동,
58,서울 2호선,잠실,216,U,03,110730,110700,신설동,
59,서울 2호선,잠실,216,U,03,111300,111230,신설동,
60,서울 2호선,잠실,216,U,03,111830,111800,신설동,
61,서울 2호선,잠실,216,U,03,112400,112330,신설동,
62,서울 2호선,잠실,216,U,03,112930,112900,신설동,
63,서울 2호선,잠실,216,U,03,113500,113430,신설동,
64,서울 2호선,잠실,216,U,03,114030,114000,신설동,
65,서울 2호선,잠실,216,U,03,114600,114530,신설동,
66,서울 2호선,잠실,216,U,03,115130,115100,신설동,
67,서울 2호선,잠실,216,U,03,115700,115630,신설동,
68,서울 2호선,잠실,216,U,03,120230,120200,신설동,
69,서울 2호선,잠실,216,U,03,120800,120730,신설동,
70,서울 2호선,잠실,216,U,03,121330,121300,신설동,
71,서울 2호선,잠실,216,U,03,121900,121830,신설동,
72,서울 2호선,잠실,216,U,03,122430,122400,신설동,
73,서울 2호선,잠실,216,U,03,123000,122930,신설동,
74,서울 2호선,잠실,216,U,03,123530,123500,신설동,
75,서울 2호선,잠실,216,U,03,124100,124030,신설동,
76,서울 2호선,잠실,216,U,03,124630,124600,신설동,
77,서울 2호선,잠실,216,U,03,125200,125130,신설동,
78,서울 2호선,잠실,216,U,03,125730,125700,신설동,
79,서울 2호선,잠실,216,U,03,130300,130230,신설동,
80,서울 2호선,잠실,216,U,03,130830,130800,신설동,
81,서울 2호선,잠실,216,U,03,131400,131330,신설동,
82,서울 2호선,잠실,216,U,03,131930,131900,신설동,
83,서울 2호선,잠실,216,U,03,132500,132430,신설동,
84,서울 2호선,잠실,216,U,03,133030,133000,신설동,
85,서울 2호선,잠실,216,U,03,133600,133530,신설동,
86,서울 2호선,잠실,216,U,03,134130,134100,신설동,
87,서울 2호선,잠실,216,U,03,134700,134630,신설동,
88,서울 2호선,잠실,216,U,03,135230,135200,신설동,
89,서울 2호선,잠실,216,U,03,135800,135730,신설동,
90,서울 2호선,잠실,216,U,03,140330,140300,신설동,
91,서울 2호선,잠실,216,U,03,140900,140830,신설동,
92,서울 2호선,잠실,216,U,03,141430,141400,신설동,
93,서울 2호선,잠실,216,U,03,142000,141930,신설동,
94,서울 2호선,잠실,216,U,03,142530,142500,신설동,
95,서울 2호선,잠실,216,U,03,143100,143030,신설동,
96,서울 2호선,잠실,216,U,03,143630,143600,신설동,
97,서울 2호선,잠실,216,U,03,144100,144030,신설동,
98,서울 2호선,잠실,216,U,03,144730,144700,신설동,
99,서울 2호선,잠실,216,U,03,145300,145230,신설동,
100,서울 2호선,잠실,216,U,03,145830,145800,신설동,
101,서울 2호선,잠실,216,U,03,150400,150330,신설동,
102,서울 2호선,잠실,216,U,03,150930,150900,신설동,
103,서울 2호선,잠실,216,U,03,151500,151430,신설동,
104,서울 2호선,잠실,216,U,03,152030,152000,신설동,
105,서울 2호선,잠실,216,U,03,152600,152530,신설동,
106,서울 2호선,잠실,216,U,03,153130,153100,신설동,
107,서울 2호선,잠실,216,U,03,153700,153630,신설동,
108,서울 2호선,잠실,216,U,03,154230,154200,신설동,
