3,옥수,325,금호,압구정,
3,압구정,326,옥수,신사,
3,신사,327,압구정,잠원,
3,잠원,328,신사,고속터미널,
3,고속터미널,329,잠원,교대,
3,교대,330,고속터미널,남부터미널,
3,남부터미널,331,교대,양재,
3,양재,332,남부터미널,매봉,
3,매봉,333,양재,도곡,
3,도곡,334,매봉,대치,
3,대치,335,도곡,학여울,
3,학여울,336,대치,대청,
3,대청,337,학여울,일원,
3,일원,338,대청,수서,
3,수서,339,일원,가락시장,
3,가락시장,340,수서,경찰병원,
3,경찰병원,341,가락시장,오금,
3,오금,342,경찰병원,,
4,당고개,409,상계,,
4,상계,410,당고개,노원,
4,노원,411,상계,창동,
4,창동,412,노원,쌍문,
4,쌍문,413,창동,수유,
4,수유,414,쌍문,미아,
4,미아,415,수유,미아삼거리,
4,미아삼거리,416,미아,길음,
4,길음,417,미아삼거리,성신여대입구,
4,성신여대입구,418,길음,한성대입구,
4,한성대입구,419,성신여대입구,혜화,
4,혜화,420,한성대입구,동대문,
4,동대문,421,혜화,동대문역사문화공원,
4,동대문역사문화공원,422,동대문,충무로,
4,충무로,423,동대문역사문화공원,명동,
4,명동,424,충무로,회현,
4,회현,425,명동,서울역,
4,서울역,426,회현,숙대입구,
4,숙대입구,427,서울역,삼각지,
4,삼각지,428,숙대입구,신용산,
4,신용산,429,삼각지,이촌,
4,이촌,430,신용산,동작,
4,동작,431,이촌,총신대입구,
4,총신대입구,432,동작,사당,
4,사당,433,총신대입구,남태령,
4,남태령,434,사당,,
5,방화,2511,개화산,,
5,개화산,2512,방화,김포공항,
5,김포공항,2513,개화산,송정,
5,송정,2514,김포공항,마곡,
5,마곡,2515,송정,발산,
5,발산,2516,마곡,우장산,
5,우장산,2517,발산,화곡,
5,화곡,2518,우장산,까치산,
5,까치산,2519,화곡,신정,
5,신정,2520,까치산,목동,
5,목동,2521,신정,오목교,
5,오목교,2522,목동,양평,
5,양평,2523,오목교,영등포구청,
5,영등포구청,2524,양평,영등포시장,
5,영등포시장,2525,영등포구청,신길,
5,신길,2526,영등포시장,여의도,
5,여의도,2527,신길,여의나루,
5,여의나루,2528,여의도,마포,
5,마포,2529,여의나루,공덕,
5,공덕,2530,마포,애오개,
5,애오개,2531,공덕,충정로,
5,충정로,2532,애오개,서대문,
5,서대문,2533,충정로,광화문,
5,광화문,2534,서대문,종로3가,
5,종로3가,2535,광화문,을지로4가,
5,을지로4가,2536,종로3가,동대문역사문화공원,
5,동대문역사문화공원,2537,을지로4가,청구,
5,청구,2538,동대문역사문화공원,신금호,
5,신금호,2539,청구,행당,
5,행당,2540,신금호,왕십리,
5,왕십리,2541,행당,마장,
5,마장,2542,왕십리,답십리,
5,답십리,2543,마장,장한평,
5,장한평,2544,답십리,군자,
5,군자,2545,장한평,아차산,
5,아차산,2546,군자,광나루,
5,광나루,2547,아차산,천호,
5,천호,2548,광나루,강동,
5,강동,2549,천호,길동,
5,길동,2550,강동,굽은다리,
5,굽은다리,2551,길동,명일,
5,명일,2552,굽은다리,고덕,
5,고덕,2553,명일,상일동,
5,상일동,2554,고덕,둔촌동,
5,둔촌동,2555,상일동,올림픽공원(한국체대),
5,올림픽공원(한국체대),2556,둔촌동,방이,
5,방이,2557,올림픽공원(한국체대),오금,
5,오금,2558,방이,개롱,
5,개롱,2559,오금,거여,
5,거여,2560,개롱,마천,
5,마천,2561,거여,,
6,응암,2611,역촌,,
6,역촌,2612,응암,불광,
6,불광,2613,역촌,독바위,
6,독바위,2614,불광,연신내,
6,연신내,2615,독바위,구산,
6,구산,2616,연신내,새절,
6,새절,2617,구산,증산,
6,증산,2618,새절,디지털미디어시티,
6,디지털미디어시티,2619,증산,월드컵경기장,
6,월드컵경기장,2620,디지털미디어시티,마포구청,
6,마포구청,2621,월드컵경기장,망원,
6,망원,2622,마포구청,합정,
6,합정,2623,망원,상수,
6,상수,2624,합정,광흥창,
6,광흥창,2625,상수,대흥,
6,대흥,2626,광흥창,공덕,
6,공덕,2627,대흥,효창공원앞,
6,효창공원앞,2628,공덕,삼각지,
6,삼각지,2629,효창공원앞,녹사평,
6,녹사평,2630,삼각지,이태원,
6,이태원,2631,녹사평,한강진,
6,한강진,2632,이태원,버티고개,
6,버티고개,2633,한강진,약수,
6,약수,2634,버티고개,청구,
6,청구,2635,약수,신당,
6,신당,2636,청구,동묘앞,
6,동묘앞,2637,신당,창신,
6,창신,2638,동묘앞,보문,
6,보문,2639,창신,안암,
6,안암,2640,보문,고려대,
6,고려대,2641,안암,월곡,
6,월곡,2642,고려대,상월곡,
6,상월곡,2643,월곡,돌곶이,
6,돌곶이,2644,상월곡,석계,
6,석계,2645,돌곶이,태릉입구,
6,태릉입구,2646,석계,화랑대,
6,화랑대,2647,태릉입구,봉화산,
6,봉화산,2648,화랑대,신내,
6,신내,2649,봉화산,,
7,장암,2711,도봉산,,
7,도봉산,2712,장암,수락산,
7,수락산,2713,도봉산,마들,
7,마들,2714,수락산,노원,
7,노원,2715,마들,중계,
7,중계,2716,노원,하계,
7,하계,2717,중계,공릉,
7,공릉,2718,하계,태릉입구,
7,태릉입구,2719,공릉,먹골,
7,먹골,2720,태릉입구,중화,
7,중화,2721,먹골,상봉,
7,상봉,2722,중화,면목,
7,면목,2723,상봉,사가정,
7,사가정,2724,면목,용마산,
7,용마산,2725,사가정,중곡,
7,중곡,2726,용마산,군자,
7,군자,2727,중곡,어린이대공원,
7,어린이대공원,2728,군자,건대입구,
7,건대입구,2729,어린이대공원,뚝섬유원지,
7,뚝섬유원지,2730,건대입구,청담,
7,청담,2731,뚝섬유원지,강남구청,
7,강남구청,2732,청담,학동,
7,학동,2733,강남구청,논현,
7,논현,2734,학동,반포,
7,반포,2735,논현,고속터미널,
7,고속터미널,2736,반포,내방,
7,내방,2737,고속터미널,총신대입구,
7,총신대입구,2738,내방,남성,
7,남성,2739,총신대입구,숭실대입구,
7,숭실대입구,2740,남성,상도,
7,상도,2741,숭실대입구,장승배기,
7,장승배기,2742,상도,신대방삼거리,
7,신대방삼거리,2743,장승배기,보라매,
7,보라매,2744,신대방삼거리,신풍,
7,신풍,2745,보라매,대림,
7,대림,2746,신풍,남구로,
7,남구로,2747,대림,가산디지털단지,
7,가산디지털단지,2748,남구로,철산,
7,철산,2749,가산디지털단지,광명사거리,
7,광명사거리,2750,철산,천왕,
7,천왕,2751,광명사거리,온수,
7,온수,2752,천왕,까치울,
7,까치울,2753,온수,부천종합운동장,
7,부천종합운동장,2754,까치울,춘의,
7,춘의,2755,부천종합운동장,신중동,
7,신중동,2756,춘의,부천시청,
7,부천시청,2757,신중동,상동,
7,상동,2758,부천시청,삼산체육관,
7,삼산체육관,2759,상동,굴포천,
7,굴포천,2760,삼산체육관,부평구청,
7,부평구청,2761,굴포천,,
8,암사,2811,천호,,
8,천호,2812,암사,강동구청,
8,강동구청,2813,천호,몽촌토성,
8,몽촌토성,2814,강동구청,잠실,
8,잠실,2815,몽촌토성,석촌,
8,석촌,2816,잠실,송파,
8,송파,2817,석촌,가락시장,
8,가락시장,2818,송파,문정,
8,문정,2819,가락시장,장지,
8,장지,2820,문정,복정,
8,복정,2821,장지,산성,
8,산성,2822,복정,남한산성입구,
8,남한산성입구,2823,산성,단대오거리,
8,단대오거리,2824,남한산성입구,신흥,
8,신흥,2825,단대오거리,수진,
8,수진,2826,신흥,모란,
8,모란,2827,수진,,
9,개화,901,김포공항,,
9,김포공항,902,공항시장,개화,
9,공항시장,903,신방화,김포공항,
9,신방화,904,마곡나루,공항시장,
9,마곡나루,905,양천향교,신방화,
9,양천향교,906,가양,마곡나루,
9,가양,907,증미,양천향교,
9,증미,908,등촌,가양,
9,등촌,909,염창,증미,
9,염창,910,신목동,등촌,
9,신목동,911,선유도,염창,
9,선유도,912,당산,신목동,
9,당산,913,국회의사당,선유도,
9,국회의사당,914,여의도,당산,
9,여의도,915,샛강,국회의사당,
9,샛강,916,노량진,여의도,
9,노량진,917,노들,샛강,
9,노들,918,흑석,노량진,
9,흑석,919,동작,노들,
9,동작,920,구반포,흑석,
9,구반포,921,신반포,동작,
9,신반포,922,고속터미널,구반포,
9,고속터미널,923,사평,신반포,
9,사평,924,신논현,고속터미널,
9,신논현,925,언주,사평,
9,언주,926,선정릉,신논현,
9,선정릉,927,삼성중앙,언주,
9,삼성중앙,928,봉은사,선정릉,
9,봉은사,929,종합운동장,삼성중앙,
9,종합운동장,930,삼전,봉은사,
9,삼전,931,석촌고분,종합운동장,
9,석촌고분,932,석촌,삼전,
9,석촌,933,송파나루,석촌고분,
9,송파나루,934,한성백제,석촌,
9,한성백제,935,올림픽공원(한국체대),송파나루,
9,올림픽공원(한국체대),936,둔촌오륜,한성백제,
9,둔촌오륜,937,중앙보훈병원,올림픽공원(한국체대),
9,중앙보훈병원,938,둔촌오륜,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
