Line, Station, Station Code, Distance, Total Distance, Time, Total Time,
서울 4호선,미아사거리,416,
서울 4호선,미아,415,
서울 4호선,수유(강북구청),414,
서울 4호선,쌍문,413,
서울 4호선,창동,412,
서울 4호선,노원,411,
서울 4호선,상계,410,
서울 4호선,신용산,429,
서울 4호선,이촌,430,
서울 4호선,동작,431,
서울 4호선,오이도,456,
서울 4호선,정왕,455,
서울 4호선,신길온천,454,
서울 4호선,안산,453,
서울 4호선,초지,452,
서울 4호선,고잔,451,
서울 4호선,중앙,450,
서울 4호선,한대앞,449,
서울 4호선,상록수,448,
서울 4호선,반월,447,
서울 4호선,대야미,446,
서울 4호선,수리산,445,
서울 4호선,산본,444,
서울 4호선,금정,443,
서울 4호선,범계,442,
서울 4호선,평촌,441,
서울 4호선,인덕원,440,
서울 4호선,정부과천청사,439,
서울 4호선,과천,438,
서울 4호선,대공원,437,
서울 4호선,경마공원,436,
서울 4호선,선바위,435,
서울 4호선,남태령,434,
서울 4호선,사당,433,
서울 4호선,총신대입구(이수),432,
서울 4호선,당고개,409,
서울 5호선,답십리,542,
서울 5호선,마장,541,
서울 5호선,왕십리,540,
서울 5호선,행당,539,
서울 5호선,신금호,538,
서울 5호선,청구,537,
서울 5호선,동대문역사문화공원,536,
서울 5호선,을지로4가,535,
서울 5호선,종로3가,534,
서울 5호선,광화문,533,
서울 5호선,서대문,532,
서울 5호선,충정로,531,
서울 5호선,애오개,530,
서울 5호선,공덕,529,
서울 5호선,마포,528,
서울 5호선,여의나루,527,
서울 5호선,장한평,543,
서울 5호선,군자,544,
서울 5호선,마천,575,
서울 5호선,거여,574,
서울 5호선,개롱,573,
서울 5호선,오금,572,
서울 5호선,방이,571,
서울 5호선,올림픽공원,570,
서울 5호선,둔촌동,569,
서울 5호선,상일동,553,
서울 5호선,고덕,552,
서울 5호선,명일,551,
서울 5호선,굽은다리,550,
서울 5호선,길동,549,
서울 5호선,강동,548,
서울 5호선,천호,547,
서울 5호선,광나루,546,
서울 5호선,아차산,545,
서울 5호선,여의도,526,
서울 5호선,신길,525,
서울 5호선,영등포시장,524,
서울 5호선,방화,510,
서울 5호선,개화산,511,
서울 5호선,김포공항,512,
서울 5호선,송정,513,
서울 5호선,마곡,514,
서울 5호선,발산,515,
서울 5호선,우장산,516,
서울 5호선,화곡,517,
서울 5호선,까치산,518,
서울 5호선,신정,519,
서울 5호선,목동,520,
서울 5호선,오목교,521,
서울 5호선,양평,522,
서울 5호선,영등포구청,523,
서울 6호선,이태원,630,
서울 6호선,한강진,631,
서울 6호선,버티고개,632,
서울 6호선,약수,633,
서울 6호선,청구,634,
서울 6호선,신당,635,
서울 6호선,동묘앞,636,
서울 6호선,창신,637,
서울 6호선,보문,638,
서울 6호선,안암,639,
서울 6호선,고려대,640,
서울 6호선,월곡,641,
서울 6호선,상월곡,642,
서울 6호선,돌곶이,643,
서울 6호선,석계,644,
서울 6호선,태릉입구,645,
서울 6호선,화랑대,646,
서울 6호선,봉화산(서울의료원),647,
서울 6호선,녹사평(용산구청),629,
서울 6호선,삼각지,628,
서울 6호선,응암,610,
서울 6호선,역촌,611,
서울 6호선,불광,612,
서울 6호선,독바위,613,
서울 6호선,연신내,614,
서울 6호선,구산,615,
서울 6호선,새절,616,
서울 6호선,증산,617,
서울 6호선,디지털미디어시티,618,
서울 6호선,월드컵경기장,619,
서울 6호선,마포구청,620,
서울 6호선,망원,621,
서울 6호선,합정,622,
서울 6호선,상수,623,
서울 6호선,광흥창,624,
서울 6호선,대흥,625,
서울 6호선,공덕,626,
서울 6호선,효창공원앞,627,
서울 7호선,용마산,723,
서울 7호선,중곡,724,
서울 7호선,군자,725,
서울 7호선,어린이대공원,726,
서울 7호선,건대입구,727,
서울 7호선,뚝섬유원지,728,
서울 7호선,청담,729,
서울 7호선,강남구청,730,
서울 7호선,학동,731,
서울 7호선,논현,732,
서울 7호선,반포,733,
서울 7호선,사가정,722,
서울 7호선,면목,721,
서울 7호선,상봉,720,
서울 7호선,중화,719,
서울 7호선,먹골,718,
서울 7호선,태릉입구,717,
서울 7호선,공릉,716,
서울 7호선,하계,715,
서울 7호선,중계,714,
서울 7호선,노원,713,
서울 7호선,마들,712,
서울 7호선,수락산,711,
서울 7호선,도봉산,710,
서울 7호선,고속터미널,734,
서울 7호선,내방,735,
서울 7호선,부평구청,759,
서울 7호선,굴포천,758,
서울 7호선,삼산체육관,757,
서울 7호선,상동,756,
서울 7호선,부천시청,755,
서울 7호선,신중동,754,
서울 7호선,춘의,753,
서울 7호선,부천종합운동장,752,
서울 7호선,까치울,751,
서울 7호선,온수,750,
서울 7호선,천왕,749,
서울 7호선,광명사거리,748,
서울 7호선,철산,747,
서울 7호선,가산디지털단지,746,
서울 7호선,남구로,745,
서울 7호선,대림,744,
서울 7호선,신풍,743,
서울 7호선,보라매,742,
서울 7호선,신대방삼거리,741,
서울 7호선,장승배기,740,
서울 7호선,상도,739,
서울 7호선,숭실대입구,738,
서울 7호선,남성,737,
서울 7호선,이수,736,
서울 7호선,장암,709,
서울 8호선,모란,826,
서울 8호선,수진,825,
서울 8호선,신흥,824,
서울 8호선,단대오거리,823,
서울 8호선,남한산성입구,822,
서울 8호선,산성,821,
서울 8호선,복정,820,
서울 8호선,장지,819,
서울 8호선,문정,818,
서울 8호선,가락시장,817,
서울 8호선,송파,816,
서울 8호선,석촌,815,
서울 8호선,잠실,814,
서울 8호선,몽촌토성,813,
서울 8호선,강동구청,812,
서울 8호선,천호,811,
서울 8호선,암사,810,
서울 9호선,노량진,917,
서울 9호선,노들,918,
서울 9호선,흑석,919,
서울 9호선,동작,920,
서울 9호선,구반포,921,
서울 9호선,신반포,922,
서울 9호선,고속터미널,923,
서울 9호선,사평,924,
서울 9호선,신논현,925,
서울 9호선,언주,926,
서울 9호선,선정릉,927,
서울 9호선,삼성중앙,928,
서울 9호선,봉은사,929,
서울 9호선,샛강,916,
서울 9호선,여의도,915,
서울 9호선,국회의사당,914,
서울 9호선,당산,913,
서울 9호선,선유도,912,
서울 9호선,신목동,911,
서울 9호선,염창,910,
서울 9호선,등촌,909,
서울 9호선,증미,908,
서울 9호선,가양,907,
서울 9호선,양천향교,906,
서울 9호선,마곡나루,905,
서울 9호선,신방화,904,
서울 9호선,공항시장,903,
서울 9호선,김포공항,902,
서울 9호선,개화,901,
서울 9호선,종합운동장,930,
